city,city_ibge_code,date,is_last,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths,place_type,latitude,longitude
Marcionílio Souza,2920809.0,2020-06-21,False,7,67.26888,2020-06-21,0.0,0,0,0,city,-13.0064,-40.5295
Mascote,2920908.0,2020-06-21,False,5,36.17422,2020-06-21,0.0,0,0,0,city,-15.5542,-39.3016
Mata de São João,2921005.0,2020-06-21,False,105,225.40412,2020-06-21,0.0,0,1,0,city,-12.5307,-38.3009
Matina,2921054.0,2020-06-21,False,0,,2020-06-21,0.0,0,0,0,city,-13.9109,-42.8439
Medeiros Neto,2921104.0,2020-06-21,False,46,202.75035,2020-06-21,0.0,0,2,0,city,-17.3707,-40.2238
Miguel Calmon,2921203.0,2020-06-21,False,7,26.89928,2020-06-21,0.2857,2,0,0,city,-11.4299,-40.6031
Milagres,2921302.0,2020-06-21,False,47,429.22374,2020-06-21,0.0213,1,0,0,city,-12.8646,-39.8611
Mirangaba,2921401.0,2020-06-21,False,5,27.26579,2020-06-21,0.0,0,0,0,city,-10.960999999999999,-40.574
Mirante,2921450.0,2020-06-21,False,7,81.00914,2020-06-21,0.1429,1,0,0,city,-14.2385,-40.7718
Monte Santo,2921500.0,2020-06-21,False,32,64.75373,2020-06-21,0.0312,1,0,0,city,-10.4374,-39.3321
Morpará,2921609.0,2020-06-21,False,9,105.6462,2020-06-21,0.1111,1,0,0,city,-11.5569,-43.2766
Morro do Chapéu,2921708.0,2020-06-21,False,8,22.59057,2020-06-21,0.0,0,0,0,city,-11.5488,-41.1565
Mortugaba,2921807.0,2020-06-21,False,6,49.82561,2020-06-21,0.0,0,0,0,city,-15.0225,-42.3727
Mucugê,2921906.0,2020-06-21,False,4,44.14037,2020-06-21,0.0,0,0,0,city,-13.0053,-41.3703
Mucuri,2922003.0,2020-06-21,False,106,253.90438,2020-06-21,0.0094,1,1,0,city,-18.0754,-39.5565
Mulungu do Morro,2922052.0,2020-06-21,False,5,45.9179,2020-06-21,0.2,1,0,0,city,-11.9648,-41.6374
Mundo Novo,2922102.0,2020-06-21,False,2,7.46938,2020-06-21,0.5,1,0,0,city,-11.8541,-40.4714
Muniz Ferreira,2922201.0,2020-06-21,False,7,94.3142,2020-06-21,0.0,0,0,0,city,-13.0092,-39.1092
Muquém de São Francisco,2922250.0,2020-06-21,False,9,79.30913,2020-06-21,0.0,0,0,0,city,-12.065,-43.5497
Muritiba,2922300.0,2020-06-21,False,46,156.46791,2020-06-21,0.0217,1,12,0,city,-12.6329,-38.9921
Mutuípe,2922409.0,2020-06-21,False,20,90.00495,2020-06-21,0.0,0,0,0,city,-13.2284,-39.5044
Nazaré,2922508.0,2020-06-21,False,16,56.09115,2020-06-21,0.0,0,1,0,city,-13.0235,-39.0108
Nilo Peçanha,2922607.0,2020-06-21,False,6,42.86633,2020-06-21,0.1667,1,0,0,city,-13.604000000000001,-39.1091
Nordestina,2922656.0,2020-06-21,False,17,129.47449,2020-06-21,0.0,0,0,0,city,-10.8192,-39.4297
Nova Canaã,2922706.0,2020-06-21,False,3,18.22379,2020-06-21,0.0,0,0,0,city,-14.7912,-40.1458
Nova Fátima,2922730.0,2020-06-21,False,4,51.20328,2020-06-21,0.25,1,0,0,city,-11.6031,-39.6302
Nova Ibiá,2922755.0,2020-06-21,False,11,166.89425,2020-06-21,0.0,0,4,0,city,-13.812000000000001,-39.6182
Nova Redenção,2922854.0,2020-06-21,False,0,,2020-06-21,0.0,0,0,0,city,-12.815,-41.0748
Nova Soure,2922904.0,2020-06-21,False,40,148.43953,2020-06-21,0.0,0,0,0,city,-11.2329,-38.4871
Nova Viçosa,2923001.0,2020-06-21,False,111,255.90188,2020-06-21,0.009,1,4,0,city,-17.8926,-39.3743
Novo Horizonte,2923035.0,2020-06-21,False,0,,2020-06-21,0.0,0,0,0,city,-12.8083,-42.1682
Novo Triunfo,2923050.0,2020-06-21,False,4,25.90674,2020-06-21,0.0,0,0,0,city,-10.3182,-38.4014
Olindina,2923100.0,2020-06-21,False,6,21.25474,2020-06-21,0.0,0,0,0,city,-11.3497,-38.3379
Oliveira dos Brejinhos,2923209.0,2020-06-21,False,33,151.20275,2020-06-21,0.0,0,0,0,city,-12.3132,-42.8969
Ouriçangas,2923308.0,2020-06-21,False,4,46.70715,2020-06-21,0.0,0,0,0,city,-12.0175,-38.6166
Ourolândia,2923357.0,2020-06-21,False,1,5.73033,2020-06-21,0.0,0,0,0,city,-10.9578,-41.0756
Palmas de Monte Alto,2923407.0,2020-06-21,False,17,78.16092,2020-06-21,0.0,0,0,0,city,-14.2676,-43.1609
Palmeiras,2923506.0,2020-06-21,False,2,22.17541,2020-06-21,0.0,0,0,0,city,-12.5059,-41.5809
Paramirim,2923605.0,2020-06-21,False,5,23.14065,2020-06-21,0.2,1,0,0,city,-13.4388,-42.2395
Paratinga,2923704.0,2020-06-21,False,1,3.125,2020-06-21,0.0,0,0,0,city,-12.687000000000001,-43.1798
Paripiranga,2923803.0,2020-06-21,False,16,55.19335,2020-06-21,0.0,0,4,0,city,-10.6859,-37.8626
Pau Brasil,2923902.0,2020-06-21,False,23,233.95382,2020-06-21,0.1304,3,2,0,city,-15.4572,-39.6458
Paulo Afonso,2924009.0,2020-06-21,False,122,103.58119,2020-06-21,0.0082,1,7,0,city,-9.3983,-38.2216
Pé de Serra,2924058.0,2020-06-21,False,3,22.09456,2020-06-21,0.0,0,0,0,city,-11.8313,-39.611
Pedrão,2924108.0,2020-06-21,False,1,13.611,2020-06-21,0.0,0,0,0,city,-12.1491,-38.6487
Pedro Alexandre,2924207.0,2020-06-21,False,2,11.99976,2020-06-21,0.0,0,0,0,city,-10.012,-37.8932
Piatã,2924306.0,2020-06-21,False,7,40.88069,2020-06-21,0.0,0,0,0,city,-13.1465,-41.7702
Pilão Arcado,2924405.0,2020-06-21,False,46,131.24857,2020-06-21,0.0,0,0,0,city,-10.0051,-42.4936
Pindaí,2924504.0,2020-06-21,False,12,73.80074,2020-06-21,0.0,0,0,0,city,-14.4921,-42.68600000000001
Pindobaçu,2924603.0,2020-06-21,False,6,29.77667,2020-06-21,0.0,0,0,0,city,-10.7433,-40.3675
Pintadas,2924652.0,2020-06-21,False,26,249.11373,2020-06-21,0.0,0,8,0,city,-11.8117,-39.9009
Piraí do Norte,2924678.0,2020-06-21,False,18,179.58695,2020-06-21,0.0,0,1,0,city,-13.759,-39.3836
Piripá,2924702.0,2020-06-21,False,39,364.24769,2020-06-21,0.0,0,0,0,city,-14.9444,-41.7168
Piritiba,2924801.0,2020-06-21,False,3,12.11876,2020-06-21,0.0,0,0,0,city,-11.73,-40.5587
Planalto,2925006.0,2020-06-21,False,19,72.33962,2020-06-21,0.0,0,0,0,city,-14.6654,-40.4718
Poções,2925105.0,2020-06-21,False,105,224.01912,2020-06-21,0.0095,1,38,0,city,-14.5234,-40.3634
Pojuca,2925204.0,2020-06-21,False,139,351.72955,2020-06-21,0.0072,1,0,0,city,-12.4303,-38.3374
Ponto Novo,2925253.0,2020-06-21,False,10,67.05109,2020-06-21,0.1,1,0,0,city,-10.8653,-40.1311
Porto Seguro,2925303.0,2020-06-21,False,263,176.88283,2020-06-21,0.0038,1,3,0,city,-16.4435,-39.0643
Potiraguá,2925402.0,2020-06-21,False,23,318.38317,2020-06-21,0.0,0,0,0,city,-15.5943,-39.8638
Prado,2925501.0,2020-06-21,False,60,212.96231,2020-06-21,0.0167,1,6,0,city,-17.3364,-39.2227
Presidente Dutra,2925600.0,2020-06-21,False,14,92.45806,2020-06-21,0.0,0,0,0,city,-11.2923,-41.9843
Presidente Jânio Quadros,2925709.0,2020-06-21,False,0,,2020-06-21,0.0,0,0,0,city,-14.6885,-41.6798
Presidente Tancredo Neves,2925758.0,2020-06-21,False,32,115.44428,2020-06-21,0.0,0,13,0,city,-13.4471,-39.4203
Queimadas,2925808.0,2020-06-21,False,24,94.34333,2020-06-21,0.0,0,0,0,city,-10.9736,-39.6293
Quijingue,2925907.0,2020-06-21,False,14,50.76142,2020-06-21,0.0,0,4,0,city,-10.7505,-39.2137
Quixabeira,2925931.0,2020-06-21,False,9,100.31208,2020-06-21,0.0,0,1,0,city,-11.4031,-40.12
Rafael Jambeiro,2925956.0,2020-06-21,False,32,141.46147,2020-06-21,0.0,0,1,0,city,-12.4053,-39.5007
Remanso,2926004.0,2020-06-21,False,26,63.40226,2020-06-21,0.0385,1,0,0,city,-9.619439999999999,-42.0848
Retirolândia,2926103.0,2020-06-21,False,26,180.60572,2020-06-21,0.0,0,0,0,city,-11.4832,-39.4234
Riachão das Neves,2926202.0,2020-06-21,False,38,170.10609,2020-06-21,0.0,0,0,0,city,-11.7508,-44.9143
Riachão do Jacuípe,2926301.0,2020-06-21,False,22,65.79734,2020-06-21,0.0455,1,0,0,city,-11.8067,-39.3818
Riacho de Santana,2926400.0,2020-06-21,False,14,39.52458,2020-06-21,0.0,0,0,0,city,-13.6059,-42.9397
Ribeira do Amparo,2926509.0,2020-06-21,False,5,34.26535,2020-06-21,0.0,0,1,0,city,-11.0421,-38.4242
Ribeira do Pombal,2926608.0,2020-06-21,False,53,98.5002,2020-06-21,0.0189,1,5,0,city,-10.8373,-38.5382
Ribeirão do Largo,2926657.0,2020-06-21,False,1,17.20578,2020-06-21,0.0,0,0,0,city,-15.4508,-40.7441
Rio do Antônio,2926806.0,2020-06-21,False,4,26.02303,2020-06-21,0.0,0,0,0,city,-14.4071,-42.0721
Rio do Pires,2926905.0,2020-06-21,False,3,25.74003,2020-06-21,0.3333,1,0,0,city,-13.1185,-42.2902
Rio Real,2927002.0,2020-06-21,False,33,81.01738,2020-06-21,0.0,0,0,0,city,-11.4814,-37.9332
Rodelas,2927101.0,2020-06-21,False,6,64.30179,2020-06-21,0.0,0,0,0,city,-8.85021,-38.78
Ruy Barbosa,2927200.0,2020-06-21,False,55,178.4903,2020-06-21,0.0182,1,9,0,city,-12.2816,-40.4931
Salinas da Margarida,2927309.0,2020-06-21,False,13,82.97696,2020-06-21,0.0769,1,0,0,city,-12.873,-38.7562
Salvador,2927408.0,2020-06-21,False,23411,815.04776,2020-06-21,0.0386,904,364,20,city,-12.9718,-38.5011
Santa Bárbara,2927507.0,2020-06-21,False,76,365.54278,2020-06-21,0.0,0,0,0,city,-11.9515,-38.9681
Santa Brígida,2927606.0,2020-06-21,False,7,49.25069,2020-06-21,0.0,0,0,0,city,-9.73227,-38.1209
Santa Cruz Cabrália,2927705.0,2020-06-21,False,70,251.99798,2020-06-21,0.0,0,0,0,city,-16.2825,-39.0295
Santa Cruz da Vitória,2927804.0,2020-06-21,False,10,158.35313,2020-06-21,0.1,1,0,0,city,-14.964,-39.8115
Santa Inês,2927903.0,2020-06-21,False,7,65.84517,2020-06-21,0.1429,1,1,0,city,-13.2793,-39.814
Santaluz,2928000.0,2020-06-21,False,35,93.71318,2020-06-21,0.0286,1,3,0,city,-11.2508,-39.375
Santa Luzia,2928059.0,2020-06-21,False,7,55.56879,2020-06-21,0.0,0,0,0,city,-15.4342,-39.3287
Santa Maria da Vitória,2928109.0,2020-06-21,False,2,5.01945,2020-06-21,0.0,0,0,0,city,-13.3859,-44.2011
Santanópolis,2928307.0,2020-06-21,False,16,178.91088,2020-06-21,0.0,0,1,0,city,-12.0311,-38.8694
Santa Rita de Cássia,2928406.0,2020-06-21,False,9,31.75947,2020-06-21,0.1111,1,0,0,city,-11.0063,-44.5255
Santa Teresinha,2928505.0,2020-06-21,False,17,163.38299,2020-06-21,0.0,0,0,0,city,-12.7697,-39.5215
Santo Amaro,2928604.0,2020-06-21,False,86,143.16869,2020-06-21,0.0349,3,1,0,city,-12.5472,-38.7137
Santo Antônio de Jesus,2928703.0,2020-06-21,False,253,249.23162,2020-06-21,0.0158,4,27,0,city,-12.9614,-39.2584
Santo Estêvão,2928802.0,2020-06-21,False,19,35.9508,2020-06-21,0.0526,1,1,0,city,-12.427999999999999,-39.2505
São Desidério,2928901.0,2020-06-21,False,42,124.47395,2020-06-21,0.0,0,0,0,city,-12.3572,-44.9769
São Domingos,2928950.0,2020-06-21,False,17,187.6794,2020-06-21,0.0,0,0,0,city,-11.4649,-39.5268
São Felipe,2929107.0,2020-06-21,False,4,18.98073,2020-06-21,0.0,0,1,0,city,-12.8394,-39.0893
São Félix,2929008.0,2020-06-21,False,14,94.97965,2020-06-21,0.0,0,3,0,city,-12.6104,-38.9727
São Francisco do Conde,2929206.0,2020-06-21,False,167,419.57691,2020-06-21,0.018,3,20,0,city,-12.6183,-38.6786
São Gabriel,2929255.0,2020-06-21,False,4,21.28452,2020-06-21,0.0,0,0,0,city,-11.2175,-41.8843
São Gonçalo dos Campos,2929305.0,2020-06-21,False,38,101.1984,2020-06-21,0.0263,1,6,0,city,-12.4331,-38.9663
São José da Vitória,2929354.0,2020-06-21,False,57,1007.6012,2020-06-21,0.0175,1,0,0,city,-15.0787,-39.3437
São José do Jacuípe,2929370.0,2020-06-21,False,3,28.67521,2020-06-21,0.0,0,0,0,city,-11.4137,-39.8669
São Miguel das Matas,2929404.0,2020-06-21,False,2,17.13062,2020-06-21,0.0,0,0,0,city,-13.0434,-39.4578
São Sebastião do Passé,2929503.0,2020-06-21,False,131,295.71106,2020-06-21,0.0305,4,12,3,city,-12.5123,-38.4905
Sapeaçu,2929602.0,2020-06-21,False,17,97.71238,2020-06-21,0.0,0,1,0,city,-12.7208,-39.1824
Sátiro Dias,2929701.0,2020-06-21,False,11,63.68321,2020-06-21,0.0,0,0,0,city,-11.5929,-38.5938
Saubara,2929750.0,2020-06-21,False,32,265.71452,2020-06-21,0.0625,2,0,0,city,-12.7387,-38.7625
Saúde,2929800.0,2020-06-21,False,0,,2020-06-21,0.0,0,0,0,city,-10.9428,-40.4155
Seabra,2929909.0,2020-06-21,False,23,52.16484,2020-06-21,0.0435,1,0,0,city,-12.4169,-41.7722
Senhor do Bonfim,2930105.0,2020-06-21,False,86,108.84009,2020-06-21,0.0116,1,8,0,city,-10.4594,-40.1865
Sento Sé,2930204.0,2020-06-21,False,20,49.15937,2020-06-21,0.0,0,0,0,city,-9.74138,-41.8786
Serra do Ramalho,2930154.0,2020-06-21,False,4,12.70971,2020-06-21,0.0,0,0,0,city,-13.5659,-43.5929
Serra Dourada,2930303.0,2020-06-21,False,0,,2020-06-21,0.0,0,0,0,city,-12.759,-43.9504
Serra Preta,2930402.0,2020-06-21,False,14,94.09867,2020-06-21,0.0,0,0,0,city,-12.155999999999999,-39.3305
Serrinha,2930501.0,2020-06-21,False,181,223.84091,2020-06-21,0.0221,4,15,1,city,-11.6584,-39.01
Serrolândia,2930600.0,2020-06-21,False,7,52.2505,2020-06-21,0.0,0,0,0,city,-11.4085,-40.2983
Simões Filho,2930709.0,2020-06-21,False,576,428.64478,2020-06-21,0.026,15,24,0,city,-12.7866,-38.4029
Sítio do Quinto,2930766.0,2020-06-21,False,1,10.01402,2020-06-21,0.0,0,0,0,city,-10.3545,-38.2213
Sobradinho,2930774.0,2020-06-21,False,109,470.00992,2020-06-21,0.055,6,0,0,city,-9.450239999999999,-40.8145
Souto Soares,2930808.0,2020-06-21,False,2,11.77926,2020-06-21,0.0,0,0,0,city,-12.088,-41.6427
Tabocas do Brejo Velho,2930907.0,2020-06-21,False,3,23.96549,2020-06-21,0.0,0,0,0,city,-12.7026,-44.0075
Tanhaçu,2931004.0,2020-06-21,False,0,,2020-06-21,0.0,0,-1,0,city,-14.0197,-41.2473
Tanque Novo,2931053.0,2020-06-21,False,0,,2020-06-21,0.0,0,0,0,city,-13.5485,-42.4934
Tanquinho,2931103.0,2020-06-21,False,14,176.81233,2020-06-21,0.0714,1,2,0,city,-11.968,-39.1033
Taperoá,2931202.0,2020-06-21,False,17,80.66812,2020-06-21,0.0,0,0,0,city,-13.5321,-39.1009
Teixeira de Freitas,2931350.0,2020-06-21,False,842,524.65309,2020-06-21,0.0059,5,46,2,city,-17.5399,-39.74
Teodoro Sampaio,2931400.0,2020-06-21,False,4,53.87205,2020-06-21,0.0,0,0,0,city,-12.295,-38.6347
Teofilândia,2931509.0,2020-06-21,False,133,590.6386,2020-06-21,0.0,0,1,0,city,-11.4827,-38.9913
Teolândia,2931608.0,2020-06-21,False,33,220.83919,2020-06-21,0.0,0,2,0,city,-13.5896,-39.484
Terra Nova,2931707.0,2020-06-21,False,24,184.14793,2020-06-21,0.0417,1,0,0,city,-12.3888,-38.6238
Tremedal,2931806.0,2020-06-21,False,2,12.19959,2020-06-21,0.0,0,0,0,city,-14.9736,-41.4142
Tucano,2931905.0,2020-06-21,False,15,29.59339,2020-06-21,0.0667,1,0,0,city,-10.9584,-38.7894
Uauá,2932002.0,2020-06-21,False,8,33.0033,2020-06-21,0.0,0,5,0,city,-9.83325,-39.4794
Ubaíra,2932101.0,2020-06-21,False,1,5.02639,2020-06-21,0.0,0,0,0,city,-13.2714,-39.666
Ubaitaba,2932200.0,2020-06-21,False,49,257.13686,2020-06-21,0.0408,2,8,0,city,-14.302999999999999,-39.3222
Ubatã,2932309.0,2020-06-21,False,54,199.74108,2020-06-21,0.0185,1,0,0,city,-14.2063,-39.5207
Uibaí,2932408.0,2020-06-21,False,0,,2020-06-21,0.0,0,0,0,city,-11.3394,-42.1354
Umburanas,2932457.0,2020-06-21,False,72,374.5708,2020-06-21,0.0,0,0,0,city,-10.7339,-41.3234
Una,2932507.0,2020-06-21,False,9,47.36344,2020-06-21,0.0,0,0,0,city,-15.2791,-39.0765
Urandi,2932606.0,2020-06-21,False,116,696.36211,2020-06-21,0.0172,2,0,0,city,-14.7678,-42.6498
Uruçuca,2932705.0,2020-06-21,False,218,1062.42994,2020-06-21,0.0596,13,4,0,city,-14.5963,-39.2851
Utinga,2932804.0,2020-06-21,False,2,10.42862,2020-06-21,0.5,1,0,0,city,-12.0783,-41.0954
Valença,2932903.0,2020-06-21,False,276,285.82672,2020-06-21,0.0217,6,9,1,city,-13.3669,-39.073
Valente,2933000.0,2020-06-21,False,101,354.72202,2020-06-21,0.0297,3,0,0,city,-11.4062,-39.457
Várzea da Roça,2933059.0,2020-06-21,False,3,21.27056,2020-06-21,0.3333,1,0,0,city,-11.6005,-40.1328
Várzea Nova,2933158.0,2020-06-21,False,2,15.75175,2020-06-21,0.0,0,1,0,city,-11.2557,-40.9432
Varzedo,2933174.0,2020-06-21,False,5,56.57389,2020-06-21,0.2,1,0,0,city,-12.9672,-39.3919
Vera Cruz,2933208.0,2020-06-21,False,55,127.24707,2020-06-21,0.0545,3,2,1,city,-12.9568,-38.6153
Vereda,2933257.0,2020-06-21,False,23,370.66882,2020-06-21,0.0435,1,0,0,city,-17.2183,-40.0974
Vitória da Conquista,2933307.0,2020-06-21,False,500,147.71922,2020-06-21,0.022,11,23,2,city,-14.8615,-40.8442
Wanderley,2933455.0,2020-06-21,False,1,8.17127,2020-06-21,0.0,0,0,0,city,-12.1144,-43.8958
Wenceslau Guimarães,2933505.0,2020-06-21,False,56,265.39027,2020-06-21,0.0357,2,0,0,city,-13.6908,-39.4762
Xique-Xique,2933604.0,2020-06-21,False,30,64.53972,2020-06-21,0.0,0,0,0,city,-10.823,-42.7245
Bahia,29.0,2020-06-21,False,46279,311.15983,2020-06-21,0.0301,1391,975,41,state,,
Abaíra,2900108.0,2020-06-20,False,5,57.21478,2020-06-20,0.0,0,0,0,city,-13.2488,-41.6619
Abaré,2900207.0,2020-06-20,False,0,,2020-06-20,0.0,0,0,0,city,-8.72073,-39.1162
Acajutiba,2900306.0,2020-06-20,False,7,46.17719,2020-06-20,0.0,0,2,0,city,-11.6575,-38.0197
Adustina,2900355.0,2020-06-20,False,8,46.94836,2020-06-20,0.125,1,1,0,city,-10.5437,-38.1113
Água Fria,2900405.0,2020-06-20,False,24,141.42605,2020-06-20,0.0417,1,6,0,city,-11.8618,-38.7639
Aiquara,2900603.0,2020-06-20,False,10,224.92128,2020-06-20,0.1,1,0,0,city,-14.1269,-39.8937
Alagoinhas,2900702.0,2020-06-20,False,272,179.42426,2020-06-20,0.011,3,12,0,city,-12.1335,-38.4208
Alcobaça,2900801.0,2020-06-20,False,17,75.65643,2020-06-20,0.0,0,9,0,city,-17.5195,-39.2036
Almadina,2900900.0,2020-06-20,False,5,91.50805,2020-06-20,0.2,1,0,0,city,-14.7089,-39.6415
Amargosa,2901007.0,2020-06-20,False,22,59.07468,2020-06-20,0.0455,1,1,0,city,-13.0215,-39.602
Amélia Rodrigues,2901106.0,2020-06-20,False,46,183.25233,2020-06-20,0.0,0,3,0,city,-12.3914,-38.7563
América Dourada,2901155.0,2020-06-20,False,0,,2020-06-20,0.0,0,0,0,city,-11.4429,-41.43899999999999
Anagé,2901205.0,2020-06-20,False,4,18.17769,2020-06-20,0.25,1,1,0,city,-14.6151,-41.1356
Andaraí,2901304.0,2020-06-20,False,2,15.21723,2020-06-20,0.0,0,0,0,city,-12.8049,-41.3297
Andorinha,2901353.0,2020-06-20,False,3,20.55498,2020-06-20,0.0,0,0,0,city,-10.3482,-39.8391
Angical,2901403.0,2020-06-20,False,1,7.15461,2020-06-20,0.0,0,0,0,city,-12.0063,-44.7003
Anguera,2901502.0,2020-06-20,False,23,204.97282,2020-06-20,0.0,0,0,0,city,-12.1462,-39.2462
Antas,2901601.0,2020-06-20,False,2,10.36753,2020-06-20,0.0,0,0,0,city,-10.3856,-38.3401
Antônio Cardoso,2901700.0,2020-06-20,False,6,51.35667,2020-06-20,0.0,0,0,0,city,-12.4335,-39.1176
Antônio Gonçalves,2901809.0,2020-06-20,False,4,33.90405,2020-06-20,0.0,0,0,0,city,-10.5767,-40.2785
Aporá,2901908.0,2020-06-20,False,34,191.75455,2020-06-20,0.0294,1,3,0,city,-11.6577,-38.0814
Apuarema,2901957.0,2020-06-20,False,1,13.64256,2020-06-20,0.0,0,0,0,city,-13.8542,-39.7501
Araças,2902054.0,2020-06-20,False,2,16.42441,2020-06-20,0.0,0,0,0,city,-12.22,-38.2027
Aracatu,2902005.0,2020-06-20,False,12,91.35896,2020-06-20,0.0,0,0,0,city,-14.427999999999999,-41.4648
Araci,2902104.0,2020-06-20,False,103,189.41135,2020-06-20,0.0097,1,7,0,city,-11.3253,-38.9584
Aramari,2902203.0,2020-06-20,False,4,35.09696,2020-06-20,0.0,0,1,0,city,-12.0884,-38.4969
Arataca,2902252.0,2020-06-20,False,2,18.15047,2020-06-20,0.0,0,0,0,city,-15.2651,-39.419000000000004
Aratuípe,2902302.0,2020-06-20,False,1,11.33144,2020-06-20,1.0,1,0,0,city,-13.0716,-39.0038
Aurelino Leal,2902401.0,2020-06-20,False,49,424.94146,2020-06-20,0.0,0,9,0,city,-14.321,-39.329
Baianópolis,2902500.0,2020-06-20,False,2,14.41234,2020-06-20,0.0,0,0,0,city,-12.3016,-44.5388
Baixa Grande,2902609.0,2020-06-20,False,1,4.88568,2020-06-20,0.0,0,0,0,city,-11.9519,-40.169000000000004
Banzaê,2902658.0,2020-06-20,False,14,105.8281,2020-06-20,0.0,0,1,0,city,-10.5788,-38.6212
Barra,2902708.0,2020-06-20,False,21,39.19519,2020-06-20,0.0,0,0,0,city,-11.0859,-43.1459
Barra da Estiva,2902807.0,2020-06-20,False,1,4.85484,2020-06-20,0.0,0,0,0,city,-13.6237,-41.3347
Barra do Choça,2902906.0,2020-06-20,False,18,56.95662,2020-06-20,0.0,0,0,0,city,-14.8654,-40.5791
Barra do Mendes,2903003.0,2020-06-20,False,2,14.42481,2020-06-20,0.0,0,0,0,city,-11.81,-42.059
Barra do Rocha,2903102.0,2020-06-20,False,5,87.50438,2020-06-20,0.0,0,0,0,city,-14.2,-39.5991
Barreiras,2903201.0,2020-06-20,False,192,123.52112,2020-06-20,0.0104,2,14,0,city,-12.1439,-44.9968
Barrocas,2903276.0,2020-06-20,False,33,206.53398,2020-06-20,0.0,0,0,0,city,-11.5272,-39.0776
Barro Preto,2903300.0,2020-06-20,False,12,214.63066,2020-06-20,0.0,0,0,0,city,-14.7948,-39.476
Belmonte,2903409.0,2020-06-20,False,52,222.90809,2020-06-20,0.0192,1,1,0,city,-15.8608,-38.8758
Belo Campo,2903508.0,2020-06-20,False,0,,2020-06-20,0.0,0,-1,0,city,-15.0334,-41.2652
Biritinga,2903607.0,2020-06-20,False,1,6.25821,2020-06-20,0.0,0,0,0,city,-11.6072,-38.8051
Boa Nova,2903706.0,2020-06-20,False,1,7.91578,2020-06-20,0.0,0,0,0,city,-14.3598,-40.2064
Boa Vista do Tupim,2903805.0,2020-06-20,False,4,21.53316,2020-06-20,0.0,0,0,0,city,-12.6498,-40.6064
Bom Jesus da Lapa,2903904.0,2020-06-20,False,40,57.84694,2020-06-20,0.0,0,1,0,city,-13.2506,-43.4108
Bom Jesus da Serra,2903953.0,2020-06-20,False,1,10.12146,2020-06-20,0.0,0,1,0,city,-14.3663,-40.5126
Boninal,2904001.0,2020-06-20,False,3,20.87973,2020-06-20,0.0,0,1,0,city,-12.7069,-41.8286
Bonito,2904050.0,2020-06-20,False,0,,2020-06-20,0.0,0,0,0,city,-11.9668,-41.2647
Boquira,2904100.0,2020-06-20,False,10,46.49433,2020-06-20,0.0,0,0,0,city,-12.8205,-42.7324
Botuporã,2904209.0,2020-06-20,False,0,,2020-06-20,0.0,0,0,0,city,-13.3772,-42.5163
Brejões,2904308.0,2020-06-20,False,9,62.95908,2020-06-20,0.0,0,0,0,city,-13.1039,-39.7988
Brotas de Macaúbas,2904506.0,2020-06-20,False,0,,2020-06-20,0.0,0,0,0,city,-11.9915,-42.6326
Brumado,2904605.0,2020-06-20,False,117,174.1201,2020-06-20,0.0171,2,21,0,city,-14.2021,-41.6696
Buerarema,2904704.0,2020-06-20,False,53,288.84408,2020-06-20,0.0943,5,5,0,city,-14.9595,-39.3028
Buritirama,2904753.0,2020-06-20,False,15,70.8416,2020-06-20,0.0,0,0,0,city,-10.7171,-43.6302
Caatiba,2904803.0,2020-06-20,False,25,369.93193,2020-06-20,0.0,0,11,0,city,-14.9699,-40.4092
Cabaceiras do Paraguaçu,2904852.0,2020-06-20,False,6,31.90301,2020-06-20,0.0,0,2,0,city,-12.5317,-39.1902
Cachoeira,2904902.0,2020-06-20,False,27,80.66926,2020-06-20,0.0,0,1,0,city,-12.5994,-38.9587
Caculé,2905008.0,2020-06-20,False,1,4.31593,2020-06-20,1.0,1,0,0,city,-14.5003,-42.2229
Caém,2905107.0,2020-06-20,False,6,65.12537,2020-06-20,0.0,0,1,0,city,-11.0677,-40.431999999999995
Caetanos,2905156.0,2020-06-20,False,2,13.75327,2020-06-20,0.0,0,0,0,city,-14.3347,-40.9175
Caetité,2905206.0,2020-06-20,False,17,33.34968,2020-06-20,0.0,0,0,0,city,-14.0684,-42.4861
Cairu,2905404.0,2020-06-20,False,30,165.05282,2020-06-20,0.0333,1,1,0,city,-13.4904,-39.0465
Caldeirão Grande,2905503.0,2020-06-20,False,18,135.06416,2020-06-20,0.0,0,12,0,city,-11.0208,-40.2956
Camacan,2905602.0,2020-06-20,False,215,672.12705,2020-06-20,0.0093,2,24,0,city,-15.4142,-39.4919
Camaçari,2905701.0,2020-06-20,False,684,228.66159,2020-06-20,0.0205,14,52,0,city,-12.6996,-38.3263
Camamu,2905800.0,2020-06-20,False,18,50.9684,2020-06-20,0.0556,1,2,0,city,-13.9398,-39.1071
Campo Alegre de Lourdes,2905909.0,2020-06-20,False,29,100.70144,2020-06-20,0.0345,1,0,0,city,-9.522210000000001,-43.0126
Campo Formoso,2906006.0,2020-06-20,False,38,53.36629,2020-06-20,0.0,0,18,0,city,-10.5105,-40.32
Canarana,2906204.0,2020-06-20,False,20,76.40587,2020-06-20,0.0,0,1,0,city,-11.6858,-41.7677
