city,city_ibge_code,date,is_last,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths,place_type,latitude,longitude
Lafaiete Coutinho,2918704.0,2020-07-04,False,7,187.96992,2020-07-04,0.1429,1,0,0,city,-13.6541,-40.2119
Laje,2918803.0,2020-07-04,False,17,71.30872,2020-07-04,0.0,0,0,0,city,-13.1673,-39.4213
Lajedão,2918902.0,2020-07-04,False,8,202.2756,2020-07-04,0.0,0,0,0,city,-17.6056,-40.3383
Lajedo do Tabocal,2919058.0,2020-07-04,False,13,151.83368,2020-07-04,0.0,0,0,0,city,-13.4663,-40.2204
Lamarão,2919108.0,2020-07-04,False,27,325.02709,2020-07-04,0.0,0,2,0,city,-11.773,-38.887
Lapão,2919157.0,2020-07-04,False,33,121.22103,2020-07-04,0.0,0,0,0,city,-11.3851,-41.8286
Lauro de Freitas,2919207.0,2020-07-04,False,2691,1356.0774,2020-07-04,0.0149,40,108,1,city,-12.8978,-38.321
Lençóis,2919306.0,2020-07-04,False,0,,2020-07-04,0.0,0,0,0,city,-12.5616,-41.3928
Licínio de Almeida,2919405.0,2020-07-04,False,12,96.86794,2020-07-04,0.0,0,0,0,city,-14.6842,-42.5095
Livramento de Nossa Senhora,2919504.0,2020-07-04,False,19,41.5464,2020-07-04,0.0,0,1,0,city,-13.6369,-41.8432
Luís Eduardo Magalhães,2919553.0,2020-07-04,False,340,388.48707,2020-07-04,0.0088,3,57,0,city,-12.0956,-45.7866
Macajuba,2919603.0,2020-07-04,False,9,79.30913,2020-07-04,0.0,0,0,0,city,-12.1326,-40.3571
Macarani,2919702.0,2020-07-04,False,32,170.62117,2020-07-04,0.0312,1,5,0,city,-15.5646,-40.4209
Macaúbas,2919801.0,2020-07-04,False,4,8.02794,2020-07-04,0.0,0,0,0,city,-13.0186,-42.6945
Macururé,2919900.0,2020-07-04,False,23,293.96728,2020-07-04,0.0,0,5,0,city,-9.16226,-39.0518
Madre de Deus,2919926.0,2020-07-04,False,255,1208.93187,2020-07-04,0.0078,2,14,0,city,-12.7446,-38.6153
Maetinga,2919959.0,2020-07-04,False,1,31.63556,2020-07-04,0.0,0,0,0,city,-14.6623,-41.4915
Maiquinique,2920007.0,2020-07-04,False,17,168.11709,2020-07-04,0.0,0,0,0,city,-15.624,-40.2587
Mairi,2920106.0,2020-07-04,False,68,364.10366,2020-07-04,0.0,0,0,0,city,-11.7107,-40.1437
Malhada,2920205.0,2020-07-04,False,2,11.87296,2020-07-04,0.0,0,0,0,city,-14.3371,-43.7686
Malhada de Pedras,2920304.0,2020-07-04,False,3,35.74407,2020-07-04,0.0,0,0,0,city,-14.3847,-41.8842
Manoel Vitorino,2920403.0,2020-07-04,False,53,400.30211,2020-07-04,0.0189,1,1,0,city,-14.1476,-40.2399
Mansidão,2920452.0,2020-07-04,False,38,278.53111,2020-07-04,0.0263,1,0,0,city,-10.7227,-44.0428
Maracás,2920502.0,2020-07-04,False,37,177.59432,2020-07-04,0.027,1,1,0,city,-13.4355,-40.4323
Maragogipe,2920601.0,2020-07-04,False,101,226.0671,2020-07-04,0.0297,3,2,0,city,-12.776,-38.9175
Maraú,2920700.0,2020-07-04,False,44,213.90374,2020-07-04,0.0455,2,2,0,city,-14.1035,-39.0137
Marcionílio Souza,2920809.0,2020-07-04,False,7,67.26888,2020-07-04,0.0,0,0,0,city,-13.0064,-40.5295
Mascote,2920908.0,2020-07-04,False,13,94.05296,2020-07-04,0.0,0,0,0,city,-15.5542,-39.3016
Mata de São João,2921005.0,2020-07-04,False,172,369.23341,2020-07-04,0.0058,1,3,0,city,-12.5307,-38.3009
Matina,2921054.0,2020-07-04,False,0,,2020-07-04,0.0,0,0,0,city,-13.9109,-42.8439
Medeiros Neto,2921104.0,2020-07-04,False,110,484.8378,2020-07-04,0.0091,1,3,0,city,-17.3707,-40.2238
Miguel Calmon,2921203.0,2020-07-04,False,22,84.5406,2020-07-04,0.0455,1,4,0,city,-11.4299,-40.6031
Milagres,2921302.0,2020-07-04,False,55,502.28311,2020-07-04,0.0182,1,0,0,city,-12.8646,-39.8611
Mirangaba,2921401.0,2020-07-04,False,5,27.26579,2020-07-04,0.0,0,0,0,city,-10.960999999999999,-40.574
Mirante,2921450.0,2020-07-04,False,7,81.00914,2020-07-04,0.1429,1,0,0,city,-14.2385,-40.7718
Monte Santo,2921500.0,2020-07-04,False,86,174.02566,2020-07-04,0.0233,2,7,0,city,-10.4374,-39.3321
Morpará,2921609.0,2020-07-04,False,14,164.33854,2020-07-04,0.0714,1,2,0,city,-11.5569,-43.2766
Morro do Chapéu,2921708.0,2020-07-04,False,11,31.06204,2020-07-04,0.0,0,1,0,city,-11.5488,-41.1565
Mortugaba,2921807.0,2020-07-04,False,10,83.04268,2020-07-04,0.0,0,0,0,city,-15.0225,-42.3727
Mucugê,2921906.0,2020-07-04,False,12,132.4211,2020-07-04,0.0,0,0,0,city,-13.0053,-41.3703
Mucuri,2922003.0,2020-07-04,False,175,419.18176,2020-07-04,0.0229,4,10,1,city,-18.0754,-39.5565
Mulungu do Morro,2922052.0,2020-07-04,False,9,82.65222,2020-07-04,0.1111,1,1,0,city,-11.9648,-41.6374
Mundo Novo,2922102.0,2020-07-04,False,1,3.73469,2020-07-04,1.0,1,0,0,city,-11.8541,-40.4714
Muniz Ferreira,2922201.0,2020-07-04,False,12,161.68149,2020-07-04,0.0,0,0,0,city,-13.0092,-39.1092
Muquém de São Francisco,2922250.0,2020-07-04,False,24,211.49101,2020-07-04,0.0,0,0,0,city,-12.065,-43.5497
Muritiba,2922300.0,2020-07-04,False,87,295.92843,2020-07-04,0.0115,1,6,0,city,-12.6329,-38.9921
Mutuípe,2922409.0,2020-07-04,False,32,144.00792,2020-07-04,0.0,0,1,0,city,-13.2284,-39.5044
Nazaré,2922508.0,2020-07-04,False,56,196.31902,2020-07-04,0.0357,2,4,0,city,-13.0235,-39.0108
Nilo Peçanha,2922607.0,2020-07-04,False,38,271.48675,2020-07-04,0.0263,1,2,0,city,-13.604000000000001,-39.1091
Nordestina,2922656.0,2020-07-04,False,58,441.73648,2020-07-04,0.0,0,2,0,city,-10.8192,-39.4297
Nova Canaã,2922706.0,2020-07-04,False,24,145.7903,2020-07-04,0.0,0,0,0,city,-14.7912,-40.1458
Nova Fátima,2922730.0,2020-07-04,False,5,64.0041,2020-07-04,0.2,1,0,0,city,-11.6031,-39.6302
Nova Ibiá,2922755.0,2020-07-04,False,44,667.577,2020-07-04,0.0455,2,5,0,city,-13.812000000000001,-39.6182
Nova Itarana,2922805.0,2020-07-04,False,8,97.25261,2020-07-04,0.0,0,1,0,city,-13.0241,-40.0653
Nova Redenção,2922854.0,2020-07-04,False,3,32.90195,2020-07-04,0.0,0,0,0,city,-12.815,-41.0748
Nova Soure,2922904.0,2020-07-04,False,110,408.20871,2020-07-04,0.0,0,17,0,city,-11.2329,-38.4871
Nova Viçosa,2923001.0,2020-07-04,False,164,378.08927,2020-07-04,0.0183,3,3,0,city,-17.8926,-39.3743
Novo Horizonte,2923035.0,2020-07-04,False,0,,2020-07-04,0.0,0,0,0,city,-12.8083,-42.1682
Novo Triunfo,2923050.0,2020-07-04,False,20,129.53368,2020-07-04,0.0,0,0,0,city,-10.3182,-38.4014
Olindina,2923100.0,2020-07-04,False,20,70.84913,2020-07-04,0.0,0,0,0,city,-11.3497,-38.3379
Oliveira dos Brejinhos,2923209.0,2020-07-04,False,41,187.85796,2020-07-04,0.0,0,0,0,city,-12.3132,-42.8969
Ouriçangas,2923308.0,2020-07-04,False,12,140.12144,2020-07-04,0.0,0,0,0,city,-12.0175,-38.6166
Ourolândia,2923357.0,2020-07-04,False,18,103.14595,2020-07-04,0.0,0,1,0,city,-10.9578,-41.0756
Palmas de Monte Alto,2923407.0,2020-07-04,False,18,82.75862,2020-07-04,0.0,0,0,0,city,-14.2676,-43.1609
Palmeiras,2923506.0,2020-07-04,False,4,44.35081,2020-07-04,0.0,0,0,0,city,-12.5059,-41.5809
Paramirim,2923605.0,2020-07-04,False,8,37.02504,2020-07-04,0.125,1,0,0,city,-13.4388,-42.2395
Paratinga,2923704.0,2020-07-04,False,11,34.375,2020-07-04,0.0,0,0,0,city,-12.687000000000001,-43.1798
Paripiranga,2923803.0,2020-07-04,False,25,86.23961,2020-07-04,0.0,0,1,0,city,-10.6859,-37.8626
Pau Brasil,2923902.0,2020-07-04,False,34,345.84478,2020-07-04,0.0882,3,0,0,city,-15.4572,-39.6458
Paulo Afonso,2924009.0,2020-07-04,False,192,163.01302,2020-07-04,0.0365,7,12,0,city,-9.3983,-38.2216
Pé de Serra,2924058.0,2020-07-04,False,25,184.12137,2020-07-04,0.0,0,2,0,city,-11.8313,-39.611
Pedrão,2924108.0,2020-07-04,False,2,27.222,2020-07-04,0.0,0,0,0,city,-12.1491,-38.6487
Pedro Alexandre,2924207.0,2020-07-04,False,3,17.99964,2020-07-04,0.0,0,0,0,city,-10.012,-37.8932
Piatã,2924306.0,2020-07-04,False,7,40.88069,2020-07-04,0.0,0,0,0,city,-13.1465,-41.7702
Pilão Arcado,2924405.0,2020-07-04,False,51,145.51472,2020-07-04,0.0,0,1,0,city,-10.0051,-42.4936
Pindaí,2924504.0,2020-07-04,False,17,104.55105,2020-07-04,0.0,0,0,0,city,-14.4921,-42.68600000000001
Pindobaçu,2924603.0,2020-07-04,False,23,114.14392,2020-07-04,0.0,0,1,0,city,-10.7433,-40.3675
Pintadas,2924652.0,2020-07-04,False,83,795.24768,2020-07-04,0.0,0,2,0,city,-11.8117,-39.9009
Piraí do Norte,2924678.0,2020-07-04,False,54,538.76085,2020-07-04,0.0,0,3,0,city,-13.759,-39.3836
Piripá,2924702.0,2020-07-04,False,43,401.60643,2020-07-04,0.0,0,0,0,city,-14.9444,-41.7168
Piritiba,2924801.0,2020-07-04,False,5,20.19794,2020-07-04,0.0,0,0,0,city,-11.73,-40.5587
Planalto,2925006.0,2020-07-04,False,46,175.13802,2020-07-04,0.0,0,2,0,city,-14.6654,-40.4718
Poções,2925105.0,2020-07-04,False,207,441.63769,2020-07-04,0.0097,2,6,0,city,-14.5234,-40.3634
Pojuca,2925204.0,2020-07-04,False,255,645.25924,2020-07-04,0.0078,2,13,0,city,-12.4303,-38.3374
Ponto Novo,2925253.0,2020-07-04,False,27,181.03795,2020-07-04,0.037,1,2,0,city,-10.8653,-40.1311
Porto Seguro,2925303.0,2020-07-04,False,627,421.69404,2020-07-04,0.0048,3,26,1,city,-16.4435,-39.0643
Potiraguá,2925402.0,2020-07-04,False,34,470.65338,2020-07-04,0.0,0,0,0,city,-15.5943,-39.8638
Prado,2925501.0,2020-07-04,False,137,486.26393,2020-07-04,0.0219,3,17,0,city,-17.3364,-39.2227
Presidente Dutra,2925600.0,2020-07-04,False,55,363.22811,2020-07-04,0.0,0,5,0,city,-11.2923,-41.9843
Presidente Jânio Quadros,2925709.0,2020-07-04,False,2,16.21008,2020-07-04,0.0,0,0,0,city,-14.6885,-41.6798
Presidente Tancredo Neves,2925758.0,2020-07-04,False,148,533.9298,2020-07-04,0.0,0,29,0,city,-13.4471,-39.4203
Queimadas,2925808.0,2020-07-04,False,71,279.09902,2020-07-04,0.0,0,3,0,city,-10.9736,-39.6293
Quijingue,2925907.0,2020-07-04,False,18,65.26468,2020-07-04,0.0556,1,0,0,city,-10.7505,-39.2137
Quixabeira,2925931.0,2020-07-04,False,11,122.60366,2020-07-04,0.0,0,0,0,city,-11.4031,-40.12
Rafael Jambeiro,2925956.0,2020-07-04,False,66,291.76429,2020-07-04,0.0,0,0,0,city,-12.4053,-39.5007
Remanso,2926004.0,2020-07-04,False,32,78.03355,2020-07-04,0.0312,1,0,0,city,-9.619439999999999,-42.0848
Retirolândia,2926103.0,2020-07-04,False,64,444.56794,2020-07-04,0.0,0,3,0,city,-11.4832,-39.4234
Riachão das Neves,2926202.0,2020-07-04,False,52,232.77676,2020-07-04,0.0,0,0,0,city,-11.7508,-44.9143
Riachão do Jacuípe,2926301.0,2020-07-04,False,97,290.10647,2020-07-04,0.0206,2,21,0,city,-11.8067,-39.3818
Riacho de Santana,2926400.0,2020-07-04,False,27,76.22597,2020-07-04,0.0,0,0,0,city,-13.6059,-42.9397
Ribeira do Amparo,2926509.0,2020-07-04,False,19,130.20833,2020-07-04,0.0,0,0,0,city,-11.0421,-38.4242
Ribeira do Pombal,2926608.0,2020-07-04,False,140,260.18919,2020-07-04,0.0071,1,8,0,city,-10.8373,-38.5382
Ribeirão do Largo,2926657.0,2020-07-04,False,6,103.23469,2020-07-04,0.0,0,1,0,city,-15.4508,-40.7441
Rio de Contas,2926707.0,2020-07-04,False,1,7.69882,2020-07-04,0.0,0,1,0,city,-13.5852,-41.8048
Rio do Antônio,2926806.0,2020-07-04,False,4,26.02303,2020-07-04,0.0,0,0,0,city,-14.4071,-42.0721
Rio do Pires,2926905.0,2020-07-04,False,12,102.9601,2020-07-04,0.0833,1,2,0,city,-13.1185,-42.2902
Rio Real,2927002.0,2020-07-04,False,60,147.30433,2020-07-04,0.0,0,4,0,city,-11.4814,-37.9332
Rodelas,2927101.0,2020-07-04,False,8,85.73572,2020-07-04,0.0,0,0,0,city,-8.85021,-38.78
Ruy Barbosa,2927200.0,2020-07-04,False,101,327.77309,2020-07-04,0.0099,1,1,0,city,-12.2816,-40.4931
Salinas da Margarida,2927309.0,2020-07-04,False,13,82.97696,2020-07-04,0.0769,1,0,0,city,-12.873,-38.7562
Salvador,2927408.0,2020-07-04,False,38030,1324.00438,2020-07-04,0.033,1256,1217,22,city,-12.9718,-38.5011
Santa Bárbara,2927507.0,2020-07-04,False,166,798.42239,2020-07-04,0.0,0,9,0,city,-11.9515,-38.9681
Santa Brígida,2927606.0,2020-07-04,False,14,98.50137,2020-07-04,0.0,0,0,0,city,-9.73227,-38.1209
Santa Cruz Cabrália,2927705.0,2020-07-04,False,127,457.19634,2020-07-04,0.0079,1,2,0,city,-16.2825,-39.0295
Santa Cruz da Vitória,2927804.0,2020-07-04,False,12,190.02375,2020-07-04,0.0833,1,0,0,city,-14.964,-39.8115
Santa Inês,2927903.0,2020-07-04,False,8,75.25162,2020-07-04,0.125,1,0,0,city,-13.2793,-39.814
Santaluz,2928000.0,2020-07-04,False,80,214.20156,2020-07-04,0.0125,1,2,0,city,-11.2508,-39.375
Santa Luzia,2928059.0,2020-07-04,False,41,325.47432,2020-07-04,0.0,0,1,0,city,-15.4342,-39.3287
Santa Maria da Vitória,2928109.0,2020-07-04,False,3,7.52918,2020-07-04,0.0,0,1,0,city,-13.3859,-44.2011
Santana,2928208.0,2020-07-04,False,0,,2020-07-04,0.0,0,0,0,city,-12.9792,-44.0506
Santanópolis,2928307.0,2020-07-04,False,31,346.63983,2020-07-04,0.0,0,4,0,city,-12.0311,-38.8694
Santa Rita de Cássia,2928406.0,2020-07-04,False,14,49.40363,2020-07-04,0.0714,1,0,0,city,-11.0063,-44.5255
Santa Teresinha,2928505.0,2020-07-04,False,23,221.04757,2020-07-04,0.0435,1,0,0,city,-12.7697,-39.5215
Santo Amaro,2928604.0,2020-07-04,False,238,396.21102,2020-07-04,0.0126,3,10,0,city,-12.5472,-38.7137
Santo Antônio de Jesus,2928703.0,2020-07-04,False,520,512.25471,2020-07-04,0.0154,8,18,0,city,-12.9614,-39.2584
Santo Estêvão,2928802.0,2020-07-04,False,50,94.60738,2020-07-04,0.02,1,4,0,city,-12.427999999999999,-39.2505
São Desidério,2928901.0,2020-07-04,False,68,201.52925,2020-07-04,0.0,0,2,0,city,-12.3572,-44.9769
São Domingos,2928950.0,2020-07-04,False,6,66.23979,2020-07-04,0.0,0,0,0,city,-11.4649,-39.5268
São Felipe,2929107.0,2020-07-04,False,29,137.61033,2020-07-04,0.0,0,1,0,city,-12.8394,-39.0893
São Félix,2929008.0,2020-07-04,False,25,169.60651,2020-07-04,0.04,1,0,0,city,-12.6104,-38.9727
São Félix do Coribe,2929057.0,2020-07-04,False,2,12.99461,2020-07-04,0.0,0,1,0,city,-13.4019,-44.1837
São Francisco do Conde,2929206.0,2020-07-04,False,263,660.77082,2020-07-04,0.0152,4,17,0,city,-12.6183,-38.6786
São Gabriel,2929255.0,2020-07-04,False,4,21.28452,2020-07-04,0.0,0,0,0,city,-11.2175,-41.8843
São Gonçalo dos Campos,2929305.0,2020-07-04,False,157,418.10919,2020-07-04,0.0191,3,5,1,city,-12.4331,-38.9663
São José da Vitória,2929354.0,2020-07-04,False,66,1166.69613,2020-07-04,0.0152,1,1,0,city,-15.0787,-39.3437
São José do Jacuípe,2929370.0,2020-07-04,False,5,47.79201,2020-07-04,0.2,1,0,0,city,-11.4137,-39.8669
São Miguel das Matas,2929404.0,2020-07-04,False,3,25.69593,2020-07-04,0.0,0,0,0,city,-13.0434,-39.4578
São Sebastião do Passé,2929503.0,2020-07-04,False,252,568.84876,2020-07-04,0.0159,4,17,0,city,-12.5123,-38.4905
Sapeaçu,2929602.0,2020-07-04,False,37,212.66812,2020-07-04,0.0,0,1,0,city,-12.7208,-39.1824
Sátiro Dias,2929701.0,2020-07-04,False,23,133.15579,2020-07-04,0.0,0,0,0,city,-11.5929,-38.5938
Saubara,2929750.0,2020-07-04,False,35,290.62526,2020-07-04,0.0857,3,0,0,city,-12.7387,-38.7625
Saúde,2929800.0,2020-07-04,False,0,,2020-07-04,0.0,0,0,0,city,-10.9428,-40.4155
Seabra,2929909.0,2020-07-04,False,24,54.43288,2020-07-04,0.0417,1,0,0,city,-12.4169,-41.7722
Sebastião Laranjeiras,2930006.0,2020-07-04,False,2,17.49169,2020-07-04,0.0,0,2,0,city,-14.571,-42.9434
Senhor do Bonfim,2930105.0,2020-07-04,False,163,206.28994,2020-07-04,0.0061,1,4,0,city,-10.4594,-40.1865
Sento Sé,2930204.0,2020-07-04,False,27,66.36516,2020-07-04,0.0,0,2,0,city,-9.74138,-41.8786
Serra do Ramalho,2930154.0,2020-07-04,False,8,25.41942,2020-07-04,0.0,0,0,0,city,-13.5659,-43.5929
Serra Dourada,2930303.0,2020-07-04,False,0,,2020-07-04,0.0,0,0,0,city,-12.759,-43.9504
Serra Preta,2930402.0,2020-07-04,False,34,228.52534,2020-07-04,0.0,0,3,0,city,-12.155999999999999,-39.3305
Serrinha,2930501.0,2020-07-04,False,281,347.50992,2020-07-04,0.0107,3,4,0,city,-11.6584,-39.01
Serrolândia,2930600.0,2020-07-04,False,26,194.0733,2020-07-04,0.0,0,1,0,city,-11.4085,-40.2983
Simões Filho,2930709.0,2020-07-04,False,1005,747.89585,2020-07-04,0.0328,33,31,2,city,-12.7866,-38.4029
Sítio do Quinto,2930766.0,2020-07-04,False,33,330.46265,2020-07-04,0.0,0,0,0,city,-10.3545,-38.2213
Sobradinho,2930774.0,2020-07-04,False,177,763.22711,2020-07-04,0.0565,10,4,0,city,-9.450239999999999,-40.8145
Souto Soares,2930808.0,2020-07-04,False,23,135.46145,2020-07-04,0.0,0,3,0,city,-12.088,-41.6427
Tabocas do Brejo Velho,2930907.0,2020-07-04,False,5,39.94248,2020-07-04,0.0,0,0,0,city,-12.7026,-44.0075
Tanhaçu,2931004.0,2020-07-04,False,0,,2020-07-04,0.0,0,0,0,city,-14.0197,-41.2473
Tanque Novo,2931053.0,2020-07-04,False,0,,2020-07-04,0.0,0,0,0,city,-13.5485,-42.4934
Tanquinho,2931103.0,2020-07-04,False,36,454.66027,2020-07-04,0.0278,1,0,0,city,-11.968,-39.1033
Taperoá,2931202.0,2020-07-04,False,70,332.16285,2020-07-04,0.0,0,3,0,city,-13.5321,-39.1009
Tapiramutá,2931301.0,2020-07-04,False,7,41.15226,2020-07-04,0.0,0,0,0,city,-11.8475,-40.7927
Teixeira de Freitas,2931350.0,2020-07-04,False,1512,942.13238,2020-07-04,0.0146,22,52,2,city,-17.5399,-39.74
Teodoro Sampaio,2931400.0,2020-07-04,False,19,255.89226,2020-07-04,0.0,0,0,0,city,-12.295,-38.6347
Teofilândia,2931509.0,2020-07-04,False,149,661.69287,2020-07-04,0.0,0,1,0,city,-11.4827,-38.9913
Teolândia,2931608.0,2020-07-04,False,65,434.98628,2020-07-04,0.0,0,1,0,city,-13.5896,-39.484
Terra Nova,2931707.0,2020-07-04,False,71,544.77097,2020-07-04,0.0141,1,0,0,city,-12.3888,-38.6238
Tremedal,2931806.0,2020-07-04,False,3,18.29938,2020-07-04,0.0,0,0,0,city,-14.9736,-41.4142
Tucano,2931905.0,2020-07-04,False,43,84.83438,2020-07-04,0.0233,1,3,0,city,-10.9584,-38.7894
Uauá,2932002.0,2020-07-04,False,44,181.51815,2020-07-04,0.0,0,3,0,city,-9.83325,-39.4794
Ubaíra,2932101.0,2020-07-04,False,4,20.10555,2020-07-04,0.0,0,0,0,city,-13.2714,-39.666
Ubaitaba,2932200.0,2020-07-04,False,97,509.02603,2020-07-04,0.0206,2,1,0,city,-14.302999999999999,-39.3222
Ubatã,2932309.0,2020-07-04,False,115,425.37451,2020-07-04,0.0174,2,10,0,city,-14.2063,-39.5207
Uibaí,2932408.0,2020-07-04,False,6,43.20588,2020-07-04,0.0,0,1,0,city,-11.3394,-42.1354
Umburanas,2932457.0,2020-07-04,False,84,436.99927,2020-07-04,0.0,0,0,0,city,-10.7339,-41.3234
Una,2932507.0,2020-07-04,False,36,189.45374,2020-07-04,0.0,0,0,0,city,-15.2791,-39.0765
Urandi,2932606.0,2020-07-04,False,130,780.40581,2020-07-04,0.0154,2,2,0,city,-14.7678,-42.6498
Uruçuca,2932705.0,2020-07-04,False,306,1491.30075,2020-07-04,0.0458,14,4,0,city,-14.5963,-39.2851
Utinga,2932804.0,2020-07-04,False,6,31.28585,2020-07-04,0.1667,1,0,0,city,-12.0783,-41.0954
Valença,2932903.0,2020-07-04,False,624,646.21694,2020-07-04,0.0337,21,19,0,city,-13.3669,-39.073
Valente,2933000.0,2020-07-04,False,225,790.22232,2020-07-04,0.0133,3,7,0,city,-11.4062,-39.457
Várzea da Roça,2933059.0,2020-07-04,False,4,28.36075,2020-07-04,0.25,1,0,0,city,-11.6005,-40.1328
Várzea Nova,2933158.0,2020-07-04,False,25,196.8969,2020-07-04,0.0,0,2,0,city,-11.2557,-40.9432
Varzedo,2933174.0,2020-07-04,False,5,56.57389,2020-07-04,0.4,2,0,0,city,-12.9672,-39.3919
Vera Cruz,2933208.0,2020-07-04,False,112,259.1213,2020-07-04,0.0357,4,1,0,city,-12.9568,-38.6153
Vereda,2933257.0,2020-07-04,False,33,531.82917,2020-07-04,0.0303,1,0,0,city,-17.2183,-40.0974
Vitória da Conquista,2933307.0,2020-07-04,False,917,270.91704,2020-07-04,0.0207,19,41,0,city,-14.8615,-40.8442
Wagner,2933406.0,2020-07-04,False,1,10.70091,2020-07-04,0.0,0,0,0,city,-12.2819,-41.1715
Wanderley,2933455.0,2020-07-04,False,1,8.17127,2020-07-04,0.0,0,0,0,city,-12.1144,-43.8958
Wenceslau Guimarães,2933505.0,2020-07-04,False,164,777.21435,2020-07-04,0.0122,2,12,0,city,-13.6908,-39.4762
Xique-Xique,2933604.0,2020-07-04,False,38,81.75032,2020-07-04,0.0263,1,0,0,city,-10.823,-42.7245
Bahia,29.0,2020-07-04,False,85485,574.76388,2020-07-04,0.024,2050,3171,49,state,,
Abaíra,2900108.0,2020-07-03,False,5,57.21478,2020-07-03,0.0,0,0,0,city,-13.2488,-41.6619
Abaré,2900207.0,2020-07-03,False,3,14.93578,2020-07-03,0.0,0,0,0,city,-8.72073,-39.1162
Acajutiba,2900306.0,2020-07-03,False,24,158.32179,2020-07-03,0.0417,1,0,0,city,-11.6575,-38.0197
Adustina,2900355.0,2020-07-03,False,29,170.18779,2020-07-03,0.0345,1,1,0,city,-10.5437,-38.1113
Água Fria,2900405.0,2020-07-03,False,32,188.56806,2020-07-03,0.0312,1,1,0,city,-11.8618,-38.7639
Aiquara,2900603.0,2020-07-03,False,12,269.90553,2020-07-03,0.0833,1,2,0,city,-14.1269,-39.8937
Alagoinhas,2900702.0,2020-07-03,False,532,350.93274,2020-07-03,0.0169,9,34,0,city,-12.1335,-38.4208
Alcobaça,2900801.0,2020-07-03,False,83,369.3814,2020-07-03,0.012,1,8,0,city,-17.5195,-39.2036
Almadina,2900900.0,2020-07-03,False,25,457.54026,2020-07-03,0.04,1,6,0,city,-14.7089,-39.6415
Amargosa,2901007.0,2020-07-03,False,46,123.51978,2020-07-03,0.0217,1,0,0,city,-13.0215,-39.602
Amélia Rodrigues,2901106.0,2020-07-03,False,104,414.30962,2020-07-03,0.0,0,8,0,city,-12.3914,-38.7563
América Dourada,2901155.0,2020-07-03,False,35,217.47235,2020-07-03,0.0,0,2,0,city,-11.4429,-41.43899999999999
Anagé,2901205.0,2020-07-03,False,12,54.53306,2020-07-03,0.0833,1,1,0,city,-14.6151,-41.1356
Andaraí,2901304.0,2020-07-03,False,5,38.04306,2020-07-03,0.0,0,0,0,city,-12.8049,-41.3297
Andorinha,2901353.0,2020-07-03,False,8,54.81329,2020-07-03,0.125,1,1,1,city,-10.3482,-39.8391
Angical,2901403.0,2020-07-03,False,1,7.15461,2020-07-03,0.0,0,0,0,city,-12.0063,-44.7003
Anguera,2901502.0,2020-07-03,False,28,249.53213,2020-07-03,0.0,0,0,0,city,-12.1462,-39.2462
Antas,2901601.0,2020-07-03,False,7,36.28635,2020-07-03,0.0,0,0,0,city,-10.3856,-38.3401
Antônio Cardoso,2901700.0,2020-07-03,False,12,102.71334,2020-07-03,0.0,0,1,0,city,-12.4335,-39.1176
Antônio Gonçalves,2901809.0,2020-07-03,False,17,144.09222,2020-07-03,0.0,0,3,0,city,-10.5767,-40.2785
Aporá,2901908.0,2020-07-03,False,38,214.31391,2020-07-03,0.0526,2,1,0,city,-11.6577,-38.0814
Apuarema,2901957.0,2020-07-03,False,78,1064.12005,2020-07-03,0.0,0,5,0,city,-13.8542,-39.7501
Araças,2902054.0,2020-07-03,False,6,49.27322,2020-07-03,0.0,0,0,0,city,-12.22,-38.2027
Aracatu,2902005.0,2020-07-03,False,16,121.81195,2020-07-03,0.0,0,1,0,city,-14.427999999999999,-41.4648
Araci,2902104.0,2020-07-03,False,257,472.60891,2020-07-03,0.0078,2,14,1,city,-11.3253,-38.9584
Aramari,2902203.0,2020-07-03,False,7,61.41967,2020-07-03,0.0,0,0,0,city,-12.0884,-38.4969
Arataca,2902252.0,2020-07-03,False,2,18.15047,2020-07-03,0.0,0,0,0,city,-15.2651,-39.419000000000004
Aratuípe,2902302.0,2020-07-03,False,4,45.32578,2020-07-03,0.25,1,2,0,city,-13.0716,-39.0038
Aurelino Leal,2902401.0,2020-07-03,False,106,919.26112,2020-07-03,0.0094,1,2,0,city,-14.321,-39.329
Baianópolis,2902500.0,2020-07-03,False,3,21.61851,2020-07-03,0.0,0,0,0,city,-12.3016,-44.5388
Baixa Grande,2902609.0,2020-07-03,False,2,9.77135,2020-07-03,0.0,0,0,0,city,-11.9519,-40.169000000000004
Banzaê,2902658.0,2020-07-03,False,24,181.41961,2020-07-03,0.0,0,0,0,city,-10.5788,-38.6212
Barra,2902708.0,2020-07-03,False,25,46.66094,2020-07-03,0.0,0,0,0,city,-11.0859,-43.1459
Barra da Estiva,2902807.0,2020-07-03,False,3,14.56452,2020-07-03,0.0,0,0,0,city,-13.6237,-41.3347
Barra do Choça,2902906.0,2020-07-03,False,60,189.85539,2020-07-03,0.0167,1,23,0,city,-14.8654,-40.5791
Barra do Mendes,2903003.0,2020-07-03,False,2,14.42481,2020-07-03,0.0,0,0,0,city,-11.81,-42.059
Barra do Rocha,2903102.0,2020-07-03,False,6,105.00525,2020-07-03,0.0,0,0,0,city,-14.2,-39.5991
