city,city_ibge_code,date,is_last,last_available_confirmed,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths,latitude,longitude
Santa Teresinha,2928505.0,2020-07-11,True,24,0.0417,1,1,0,-12.7697,-39.5215
Santaluz,2928000.0,2020-07-11,True,107,0.028,3,5,0,-11.2508,-39.375
Santana,2928208.0,2020-07-11,True,0,0.0,0,0,0,-12.9792,-44.0506
Santanópolis,2928307.0,2020-07-11,True,39,0.0,0,0,0,-12.0311,-38.8694
Santo Amaro,2928604.0,2020-07-11,True,317,0.0189,6,3,0,-12.5472,-38.7137
Santo Antônio de Jesus,2928703.0,2020-07-11,True,712,0.014,10,31,0,-12.9614,-39.2584
Santo Estêvão,2928802.0,2020-07-11,True,79,0.0127,1,6,0,-12.427999999999999,-39.2505
Sapeaçu,2929602.0,2020-07-11,True,55,0.0,0,0,0,-12.7208,-39.1824
Saubara,2929750.0,2020-07-11,True,38,0.0789,3,0,0,-12.7387,-38.7625
Saúde,2929800.0,2020-07-11,True,3,0.0,0,3,0,-10.9428,-40.4155
Seabra,2929909.0,2020-07-11,True,32,0.0625,2,1,0,-12.4169,-41.7722
Sebastião Laranjeiras,2930006.0,2020-07-11,True,2,0.0,0,0,0,-14.571,-42.9434
Senhor do Bonfim,2930105.0,2020-07-11,True,181,0.0055,1,2,0,-10.4594,-40.1865
Sento Sé,2930204.0,2020-07-11,True,30,0.0667,2,1,0,-9.74138,-41.8786
Serra Dourada,2930303.0,2020-07-11,True,0,0.0,0,0,0,-12.759,-43.9504
Serra Preta,2930402.0,2020-07-11,True,86,0.0233,2,14,1,-12.155999999999999,-39.3305
Serra do Ramalho,2930154.0,2020-07-11,True,7,0.0,0,0,0,-13.5659,-43.5929
Serrinha,2930501.0,2020-07-11,True,304,0.0197,6,1,1,-11.6584,-39.01
Serrolândia,2930600.0,2020-07-11,True,26,0.0,0,0,0,-11.4085,-40.2983
Simões Filho,2930709.0,2020-07-11,True,1115,0.0341,38,20,2,-12.7866,-38.4029
Sobradinho,2930774.0,2020-07-11,True,223,0.0493,11,9,1,-9.450239999999999,-40.8145
Souto Soares,2930808.0,2020-07-11,True,88,0.0,0,3,0,-12.088,-41.6427
Sátiro Dias,2929701.0,2020-07-11,True,25,0.0,0,0,0,-11.5929,-38.5938
São Desidério,2928901.0,2020-07-11,True,86,0.0,0,1,0,-12.3572,-44.9769
São Domingos,2928950.0,2020-07-11,True,8,0.0,0,0,0,-11.4649,-39.5268
São Felipe,2929107.0,2020-07-11,True,42,0.0,0,1,0,-12.8394,-39.0893
São Francisco do Conde,2929206.0,2020-07-11,True,366,0.0164,6,14,0,-12.6183,-38.6786
São Félix,2929008.0,2020-07-11,True,36,0.0278,1,0,0,-12.6104,-38.9727
São Félix do Coribe,2929057.0,2020-07-11,True,7,0.0,0,0,0,-13.4019,-44.1837
São Gabriel,2929255.0,2020-07-11,True,13,0.0,0,2,0,-11.2175,-41.8843
São Gonçalo dos Campos,2929305.0,2020-07-11,True,212,0.0142,3,3,0,-12.4331,-38.9663
São José da Vitória,2929354.0,2020-07-11,True,69,0.0145,1,1,0,-15.0787,-39.3437
São José do Jacuípe,2929370.0,2020-07-11,True,7,0.1429,1,1,0,-11.4137,-39.8669
São Miguel das Matas,2929404.0,2020-07-11,True,7,0.0,0,2,0,-13.0434,-39.4578
São Sebastião do Passé,2929503.0,2020-07-11,True,355,0.0197,7,24,0,-12.5123,-38.4905
Sítio do Quinto,2930766.0,2020-07-11,True,41,0.0,0,1,0,-10.3545,-38.2213
Tabocas do Brejo Velho,2930907.0,2020-07-11,True,5,0.0,0,0,0,-12.7026,-44.0075
Tanhaçu,2931004.0,2020-07-11,True,0,0.0,0,0,0,-14.0197,-41.2473
Tanquinho,2931103.0,2020-07-11,True,40,0.025,1,0,0,-11.968,-39.1033
Taperoá,2931202.0,2020-07-11,True,130,0.0077,1,21,1,-13.5321,-39.1009
Teofilândia,2931509.0,2020-07-11,True,159,0.0,0,2,0,-11.4827,-38.9913
Teolândia,2931608.0,2020-07-11,True,100,0.0,0,4,0,-13.5896,-39.484
Terra Nova,2931707.0,2020-07-11,True,88,0.0114,1,0,0,-12.3888,-38.6238
Tremedal,2931806.0,2020-07-11,True,3,0.0,0,0,0,-14.9736,-41.4142
Uauá,2932002.0,2020-07-11,True,63,0.0,0,2,0,-9.83325,-39.4794
Ubatã,2932309.0,2020-07-11,True,210,0.0095,2,23,0,-14.2063,-39.5207
Ubaíra,2932101.0,2020-07-11,True,11,0.0909,1,1,0,-13.2714,-39.666
Uibaí,2932408.0,2020-07-11,True,6,0.0,0,0,0,-11.3394,-42.1354
Umburanas,2932457.0,2020-07-11,True,90,0.0,0,1,0,-10.7339,-41.3234
Una,2932507.0,2020-07-11,True,72,0.0139,1,0,0,-15.2791,-39.0765
Urandi,2932606.0,2020-07-11,True,134,0.0149,2,0,0,-14.7678,-42.6498
Uruçuca,2932705.0,2020-07-11,True,330,0.0424,14,10,0,-14.5963,-39.2851
Utinga,2932804.0,2020-07-11,True,8,0.125,1,0,0,-12.0783,-41.0954
Valente,2933000.0,2020-07-11,True,200,0.015,3,-43,0,-11.4062,-39.457
Valença,2932903.0,2020-07-11,True,698,0.0358,25,5,3,-13.3669,-39.073
Varzedo,2933174.0,2020-07-11,True,14,0.1429,2,0,0,-12.9672,-39.3919
Vera Cruz,2933208.0,2020-07-11,True,140,0.05,7,3,2,-12.9568,-38.6153
Vereda,2933257.0,2020-07-11,True,52,0.0192,1,3,0,-17.2183,-40.0974
Vitória da Conquista,2933307.0,2020-07-11,True,1190,0.0185,22,55,0,-14.8615,-40.8442
Várzea Nova,2933158.0,2020-07-11,True,28,0.0,0,0,0,-11.2557,-40.9432
Várzea da Roça,2933059.0,2020-07-11,True,16,0.0625,1,8,0,-11.6005,-40.1328
Wagner,2933406.0,2020-07-11,True,1,0.0,0,0,0,-12.2819,-41.1715
Wanderley,2933455.0,2020-07-11,True,1,0.0,0,0,0,-12.1144,-43.8958
Wenceslau Guimarães,2933505.0,2020-07-11,True,274,0.0109,3,75,0,-13.6908,-39.4762
Xique-Xique,2933604.0,2020-07-11,True,40,0.025,1,0,0,-10.823,-42.7245
Água Fria,2900405.0,2020-07-11,True,35,0.0286,1,0,0,-11.8618,-38.7639
Érico Cardoso,2900504.0,2020-07-11,True,0,0.0,0,0,0,-13.4215,-42.1352
