city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths,order_for_place,place_type,state
Abaíra,2900108.0,2020-07-15,29,8739.0,True,False,5,57.21478,2020-07-15,0.0,0,0,0,94,city,BA
Abaré,2900207.0,2020-07-15,29,20086.0,True,False,7,34.85014,2020-07-15,0.0,0,1,0,62,city,BA
Acajutiba,2900306.0,2020-07-15,29,15159.0,True,False,42,277.06313,2020-07-15,0.0476,2,0,0,85,city,BA
Adustina,2900355.0,2020-07-15,29,17040.0,True,False,54,316.90141,2020-07-15,0.0185,1,2,0,103,city,BA
Água Fria,2900405.0,2020-07-15,29,16970.0,True,False,41,241.60283,2020-07-15,0.0244,1,0,0,86,city,BA
Aiquara,2900603.0,2020-07-15,29,4446.0,True,False,47,1057.13,2020-07-15,0.0213,1,0,0,91,city,BA
Alagoinhas,2900702.0,2020-07-15,29,151596.0,True,False,904,596.3218,2020-07-15,0.0188,17,34,0,112,city,BA
Alcobaça,2900801.0,2020-07-15,29,22470.0,True,False,144,640.85447,2020-07-15,0.0069,1,7,0,47,city,BA
Almadina,2900900.0,2020-07-15,29,5464.0,True,False,63,1153.00146,2020-07-15,0.0159,1,5,0,84,city,BA
Amargosa,2901007.0,2020-07-15,29,37241.0,True,False,98,263.15083,2020-07-15,0.0306,3,3,0,67,city,BA
Amélia Rodrigues,2901106.0,2020-07-15,29,25102.0,True,False,147,585.61071,2020-07-15,0.0068,1,8,0,91,city,BA
América Dourada,2901155.0,2020-07-15,29,16094.0,True,False,75,466.01218,2020-07-15,0.0,0,2,0,58,city,BA
Anagé,2901205.0,2020-07-15,29,22005.0,True,False,30,136.33265,2020-07-15,0.0333,1,1,0,63,city,BA
Andaraí,2901304.0,2020-07-15,29,13143.0,True,False,9,68.47752,2020-07-15,0.0,0,0,0,44,city,BA
Andorinha,2901353.0,2020-07-15,29,14595.0,True,False,25,171.29154,2020-07-15,0.04,1,1,0,33,city,BA
Angical,2901403.0,2020-07-15,29,13977.0,True,False,3,21.46383,2020-07-15,0.0,0,2,0,37,city,BA
Anguera,2901502.0,2020-07-15,29,11221.0,True,False,36,320.82702,2020-07-15,0.0,0,0,0,67,city,BA
Antas,2901601.0,2020-07-15,29,19291.0,True,False,25,129.59411,2020-07-15,0.0,0,0,0,46,city,BA
Antônio Cardoso,2901700.0,2020-07-15,29,11683.0,True,False,16,136.95113,2020-07-15,0.0,0,0,0,52,city,BA
Antônio Gonçalves,2901809.0,2020-07-15,29,11798.0,True,False,40,339.04052,2020-07-15,0.0,0,6,0,33,city,BA
Aporá,2901908.0,2020-07-15,29,17731.0,True,False,44,248.15295,2020-07-15,0.0455,2,0,0,56,city,BA
Apuarema,2901957.0,2020-07-15,29,7330.0,True,False,105,1432.4693,2020-07-15,0.0,0,1,0,56,city,BA
Araças,2902054.0,2020-07-15,29,12177.0,True,False,14,114.97085,2020-07-15,0.0,0,0,0,63,city,BA
Aracatu,2902005.0,2020-07-15,29,13135.0,True,False,19,144.65169,2020-07-15,0.0,0,1,0,79,city,BA
Araci,2902104.0,2020-07-15,29,54379.0,True,False,451,829.36428,2020-07-15,0.0067,3,16,0,99,city,BA
Aramari,2902203.0,2020-07-15,29,11397.0,True,False,16,140.38782,2020-07-15,0.0,0,0,0,44,city,BA
Arataca,2902252.0,2020-07-15,29,11019.0,True,False,10,90.75234,2020-07-15,0.0,0,0,0,78,city,BA
Aratuípe,2902302.0,2020-07-15,29,8825.0,True,False,8,90.65156,2020-07-15,0.125,1,2,0,49,city,BA
Aurelino Leal,2902401.0,2020-07-15,29,11531.0,True,False,196,1699.76585,2020-07-15,0.0051,1,9,0,99,city,BA
Baianópolis,2902500.0,2020-07-15,29,13877.0,True,False,3,21.61851,2020-07-15,0.0,0,0,0,51,city,BA
Baixa Grande,2902609.0,2020-07-15,29,20468.0,True,False,3,14.65703,2020-07-15,0.0,0,1,0,27,city,BA
Banzaê,2902658.0,2020-07-15,29,13229.0,True,False,34,257.01111,2020-07-15,0.0,0,0,0,62,city,BA
Barra,2902708.0,2020-07-15,29,53578.0,True,False,38,70.92463,2020-07-15,0.0,0,1,0,107,city,BA
Barra da Estiva,2902807.0,2020-07-15,29,20598.0,True,False,4,19.41936,2020-07-15,0.0,0,0,0,39,city,BA
Barra do Choça,2902906.0,2020-07-15,29,31603.0,True,False,180,569.56618,2020-07-15,0.0111,2,3,0,101,city,BA
Barra do Mendes,2903003.0,2020-07-15,29,13865.0,True,False,3,21.63722,2020-07-15,0.0,0,0,0,55,city,BA
Barra do Rocha,2903102.0,2020-07-15,29,5714.0,True,False,12,210.0105,2020-07-15,0.0,0,0,0,106,city,BA
Barreiras,2903201.0,2020-07-15,29,155439.0,True,False,701,450.98077,2020-07-15,0.0114,8,32,0,116,city,BA
Barro Alto,2903235.0,2020-07-15,29,14931.0,True,False,5,33.48738,2020-07-15,0.0,0,0,0,13,city,BA
Barrocas,2903276.0,2020-07-15,29,15978.0,True,False,44,275.37865,2020-07-15,0.0,0,0,0,67,city,BA
Barro Preto,2903300.0,2020-07-15,29,5591.0,True,False,92,1645.5017,2020-07-15,0.0326,3,5,0,88,city,BA
Belmonte,2903409.0,2020-07-15,29,23328.0,True,False,151,647.29081,2020-07-15,0.0066,1,9,0,105,city,BA
Belo Campo,2903508.0,2020-07-15,29,17211.0,True,False,1,5.81024,2020-07-15,0.0,0,1,0,32,city,BA
Biritinga,2903607.0,2020-07-15,29,15979.0,True,False,10,62.58214,2020-07-15,0.0,0,1,0,53,city,BA
Boa Nova,2903706.0,2020-07-15,29,12633.0,True,False,3,23.74733,2020-07-15,0.0,0,0,0,41,city,BA
Boa Vista do Tupim,2903805.0,2020-07-15,29,18576.0,True,False,9,48.44961,2020-07-15,0.0,0,0,0,70,city,BA
Bom Jesus da Lapa,2903904.0,2020-07-15,29,69148.0,True,False,79,114.2477,2020-07-15,0.0,0,1,0,93,city,BA
Bom Jesus da Serra,2903953.0,2020-07-15,29,9880.0,True,False,48,485.82996,2020-07-15,0.0,0,10,0,52,city,BA
Boninal,2904001.0,2020-07-15,29,14368.0,True,False,5,34.79955,2020-07-15,0.0,0,-1,0,41,city,BA
Bonito,2904050.0,2020-07-15,29,16764.0,True,False,0,,2020-07-15,0.0,0,0,0,42,city,BA
Boquira,2904100.0,2020-07-15,29,21508.0,True,False,15,69.74149,2020-07-15,0.0,0,0,0,64,city,BA
Botuporã,2904209.0,2020-07-15,29,10211.0,True,False,2,19.58672,2020-07-15,0.0,0,0,0,37,city,BA
Brejões,2904308.0,2020-07-15,29,14295.0,True,False,11,76.94998,2020-07-15,0.0,0,0,0,36,city,BA
Brotas de Macaúbas,2904506.0,2020-07-15,29,10231.0,True,False,0,,2020-07-15,0.0,0,0,0,41,city,BA
Brumado,2904605.0,2020-07-15,29,67195.0,True,False,281,418.18588,2020-07-15,0.0107,3,8,0,115,city,BA
Buerarema,2904704.0,2020-07-15,29,18349.0,True,False,162,882.8819,2020-07-15,0.0556,9,3,0,91,city,BA
Buritirama,2904753.0,2020-07-15,29,21174.0,True,False,52,245.58421,2020-07-15,0.0,0,5,0,48,city,BA
Caatiba,2904803.0,2020-07-15,29,6758.0,True,False,75,1109.7958,2020-07-15,0.0,0,1,0,34,city,BA
Cabaceiras do Paraguaçu,2904852.0,2020-07-15,29,18807.0,True,False,24,127.61206,2020-07-15,0.0417,1,0,0,62,city,BA
Cachoeira,2904902.0,2020-07-15,29,33470.0,True,False,166,495.96654,2020-07-15,0.0241,4,17,2,103,city,BA
Caculé,2905008.0,2020-07-15,29,23170.0,True,False,5,21.57963,2020-07-15,0.2,1,0,0,48,city,BA
Caém,2905107.0,2020-07-15,29,9213.0,True,False,34,369.04374,2020-07-15,0.0,0,1,0,59,city,BA
Caetanos,2905156.0,2020-07-15,29,14542.0,True,False,7,48.13643,2020-07-15,0.0,0,0,0,81,city,BA
Caetité,2905206.0,2020-07-15,29,50975.0,True,False,51,100.04904,2020-07-15,0.0196,1,2,0,58,city,BA
Cafarnaum,2905305.0,2020-07-15,29,18437.0,True,False,5,27.11938,2020-07-15,0.0,0,0,0,19,city,BA
Cairu,2905404.0,2020-07-15,29,18176.0,True,False,75,412.63204,2020-07-15,0.04,3,3,0,65,city,BA
Caldeirão Grande,2905503.0,2020-07-15,29,13327.0,True,False,56,420.19959,2020-07-15,0.0179,1,0,0,82,city,BA
Camacan,2905602.0,2020-07-15,29,31988.0,True,False,527,1647.49281,2020-07-15,0.0209,11,65,0,97,city,BA
Camaçari,2905701.0,2020-07-15,29,299132.0,True,False,2612,873.19311,2020-07-15,0.0176,46,101,4,118,city,BA
Camamu,2905800.0,2020-07-15,29,35316.0,True,False,389,1101.48375,2020-07-15,0.0129,5,6,0,81,city,BA
Campo Alegre de Lourdes,2905909.0,2020-07-15,29,28798.0,True,False,49,170.1507,2020-07-15,0.0408,2,2,0,84,city,BA
Campo Formoso,2906006.0,2020-07-15,29,71206.0,True,False,309,433.9522,2020-07-15,0.0065,2,32,0,101,city,BA
Canarana,2906204.0,2020-07-15,29,26176.0,True,False,46,175.7335,2020-07-15,0.0,0,1,0,113,city,BA
Canavieiras,2906303.0,2020-07-15,29,31099.0,True,False,63,202.57886,2020-07-15,0.0476,3,0,0,94,city,BA
Candeal,2906402.0,2020-07-15,29,8258.0,True,False,23,278.5178,2020-07-15,0.0,0,0,0,44,city,BA
Candeias,2906501.0,2020-07-15,29,87076.0,True,False,1074,1233.4053,2020-07-15,0.0251,27,25,0,107,city,BA
Candiba,2906600.0,2020-07-15,29,14319.0,True,False,15,104.75592,2020-07-15,0.0,0,0,0,47,city,BA
Cândido Sales,2906709.0,2020-07-15,29,25189.0,True,False,158,627.25793,2020-07-15,0.0253,4,9,0,54,city,BA
Cansanção,2906808.0,2020-07-15,29,34834.0,True,False,82,235.40219,2020-07-15,0.0244,2,0,0,97,city,BA
Canudos,2906824.0,2020-07-15,29,16668.0,True,False,21,125.98992,2020-07-15,0.0952,2,0,0,48,city,BA
Capela do Alto Alegre,2906857.0,2020-07-15,29,11637.0,True,False,57,489.81696,2020-07-15,0.0,0,1,0,67,city,BA
Capim Grosso,2906873.0,2020-07-15,29,30662.0,True,False,241,785.98917,2020-07-15,0.0166,4,7,0,96,city,BA
Caraíbas,2906899.0,2020-07-15,29,8951.0,True,False,7,78.20355,2020-07-15,0.0,0,0,0,51,city,BA
Caravelas,2906907.0,2020-07-15,29,22016.0,True,False,109,495.09448,2020-07-15,0.0,0,6,0,43,city,BA
Cardeal da Silva,2907004.0,2020-07-15,29,9295.0,True,False,8,86.06778,2020-07-15,0.125,1,0,0,59,city,BA
Carinhanha,2907103.0,2020-07-15,29,29018.0,True,False,8,27.5691,2020-07-15,0.0,0,3,0,41,city,BA
Casa Nova,2907202.0,2020-07-15,29,71969.0,True,False,167,232.04435,2020-07-15,0.0299,5,4,0,48,city,BA
Castro Alves,2907301.0,2020-07-15,29,26264.0,True,False,128,487.35912,2020-07-15,0.0234,3,23,0,89,city,BA
Catolândia,2907400.0,2020-07-15,29,3577.0,True,False,1,27.95639,2020-07-15,0.0,0,0,0,33,city,BA
Catu,2907509.0,2020-07-15,29,54704.0,True,False,496,906.69786,2020-07-15,0.0101,5,16,0,107,city,BA
Caturama,2907558.0,2020-07-15,29,9329.0,True,False,2,21.43853,2020-07-15,0.0,0,1,0,7,city,BA
Central,2907608.0,2020-07-15,29,17266.0,True,False,3,17.37519,2020-07-15,0.0,0,0,0,47,city,BA
Chorrochó,2907707.0,2020-07-15,29,11177.0,True,False,6,53.68167,2020-07-15,0.0,0,1,0,41,city,BA
Cícero Dantas,2907806.0,2020-07-15,29,32515.0,True,False,56,172.2282,2020-07-15,0.0179,1,0,0,49,city,BA
Cipó,2907905.0,2020-07-15,29,17300.0,True,False,75,433.52601,2020-07-15,0.0,0,0,0,53,city,BA
Coaraci,2908002.0,2020-07-15,29,16993.0,True,False,101,594.36238,2020-07-15,0.0396,4,0,0,107,city,BA
Cocos,2908101.0,2020-07-15,29,18777.0,True,False,14,74.5593,2020-07-15,0.0,0,0,0,58,city,BA
Conceição da Feira,2908200.0,2020-07-15,29,22581.0,True,False,298,1319.69355,2020-07-15,0.0067,2,7,0,63,city,BA
Conceição do Almeida,2908309.0,2020-07-15,29,17247.0,True,False,87,504.43555,2020-07-15,0.0115,1,1,1,62,city,BA
Conceição do Coité,2908408.0,2020-07-15,29,66612.0,True,False,461,692.0675,2020-07-15,0.0,0,0,0,99,city,BA
Conceição do Jacuípe,2908507.0,2020-07-15,29,33153.0,True,False,230,693.7532,2020-07-15,0.0,0,11,0,116,city,BA
Conde,2908606.0,2020-07-15,29,25837.0,True,False,75,290.28138,2020-07-15,0.0533,4,1,0,114,city,BA
Condeúba,2908705.0,2020-07-15,29,17247.0,True,False,28,162.34707,2020-07-15,0.0,0,0,0,58,city,BA
Contendas do Sincorá,2908804.0,2020-07-15,29,4066.0,True,False,1,24.5942,2020-07-15,0.0,0,0,0,4,city,BA
Coração de Maria,2908903.0,2020-07-15,29,22605.0,True,False,92,406.9896,2020-07-15,0.0109,1,10,0,89,city,BA
Cordeiros,2909000.0,2020-07-15,29,8614.0,True,False,11,127.69909,2020-07-15,0.0,0,1,0,36,city,BA
Coribe,2909109.0,2020-07-15,29,14194.0,True,False,4,28.18092,2020-07-15,0.0,0,2,0,20,city,BA
Coronel João Sá,2909208.0,2020-07-15,29,15895.0,True,False,53,333.43819,2020-07-15,0.0,0,5,0,50,city,BA
Correntina,2909307.0,2020-07-15,29,32137.0,True,False,26,80.90363,2020-07-15,0.0,0,3,0,44,city,BA
Cotegipe,2909406.0,2020-07-15,29,13782.0,True,False,3,21.76752,2020-07-15,0.3333,1,0,0,16,city,BA
Cravolândia,2909505.0,2020-07-15,29,5349.0,True,False,7,130.86558,2020-07-15,0.0,0,0,0,86,city,BA
Crisópolis,2909604.0,2020-07-15,29,21103.0,True,False,37,175.33052,2020-07-15,0.027,1,3,0,51,city,BA
Cristópolis,2909703.0,2020-07-15,29,13910.0,True,False,43,309.13012,2020-07-15,0.0,0,1,0,62,city,BA
Cruz das Almas,2909802.0,2020-07-15,29,63239.0,True,False,225,355.7931,2020-07-15,0.0178,4,8,0,83,city,BA
Curaçá,2909901.0,2020-07-15,29,34700.0,True,False,93,268.01153,2020-07-15,0.0,0,0,0,91,city,BA
Dário Meira,2910008.0,2020-07-15,29,10710.0,True,False,140,1307.18954,2020-07-15,0.0143,2,27,0,79,city,BA
Dias d'Ávila,2910057.0,2020-07-15,29,81089.0,True,False,613,755.9595,2020-07-15,0.0277,17,12,0,108,city,BA
Dom Basílio,2910107.0,2020-07-15,29,12199.0,True,False,7,57.38175,2020-07-15,0.0,0,0,0,67,city,BA
Dom Macedo Costa,2910206.0,2020-07-15,29,4058.0,True,False,20,492.85362,2020-07-15,0.0,0,0,0,37,city,BA
Elísio Medrado,2910305.0,2020-07-15,29,8122.0,True,False,7,86.18567,2020-07-15,0.0,0,0,0,20,city,BA
Encruzilhada,2910404.0,2020-07-15,29,17006.0,True,False,70,411.61943,2020-07-15,0.0,0,1,0,65,city,BA
Entre Rios,2910503.0,2020-07-15,29,41780.0,True,False,120,287.21876,2020-07-15,0.0,0,4,0,65,city,BA
Érico Cardoso,2900504.0,2020-07-15,29,10610.0,True,False,0,,2020-07-15,0.0,0,0,0,36,city,BA
Esplanada,2910602.0,2020-07-15,29,37237.0,True,False,85,228.26758,2020-07-15,0.0,0,5,0,54,city,BA
Euclides da Cunha,2910701.0,2020-07-15,29,60585.0,True,False,52,85.82983,2020-07-15,0.0192,1,1,0,99,city,BA
Eunápolis,2910727.0,2020-07-15,29,113380.0,True,False,1082,954.31293,2020-07-15,0.0176,19,36,0,92,city,BA
Fátima,2910750.0,2020-07-15,29,17890.0,True,False,24,134.15316,2020-07-15,0.0,0,0,0,50,city,BA
Feira da Mata,2910776.0,2020-07-15,29,5665.0,True,False,3,52.95675,2020-07-15,0.0,0,0,0,19,city,BA
Feira de Santana,2910800.0,2020-07-15,29,614872.0,True,False,5322,865.546,2020-07-15,0.0124,66,176,0,132,city,BA
Filadélfia,2910859.0,2020-07-15,29,16377.0,True,False,158,964.76766,2020-07-15,0.0127,2,5,0,46,city,BA
Firmino Alves,2910909.0,2020-07-15,29,5617.0,True,False,7,124.62168,2020-07-15,0.0,0,3,0,43,city,BA
Floresta Azul,2911006.0,2020-07-15,29,10629.0,True,False,117,1100.76207,2020-07-15,0.0085,1,2,0,93,city,BA
Formosa do Rio Preto,2911105.0,2020-07-15,29,25591.0,True,False,13,50.79911,2020-07-15,0.0,0,-8,0,42,city,BA
Gandu,2911204.0,2020-07-15,29,32403.0,True,False,914,2820.72648,2020-07-15,0.0153,14,32,0,103,city,BA
Gentio do Ouro,2911303.0,2020-07-15,29,11233.0,True,False,114,1014.86691,2020-07-15,0.0,0,6,0,36,city,BA
Glória,2911402.0,2020-07-15,29,15221.0,True,False,32,210.23586,2020-07-15,0.0938,3,0,0,53,city,BA
Gongogi,2911501.0,2020-07-15,29,7128.0,True,False,26,364.7587,2020-07-15,0.0769,2,2,0,99,city,BA
Governador Mangabeira,2911600.0,2020-07-15,29,20722.0,True,False,54,260.59261,2020-07-15,0.0185,1,0,0,75,city,BA
Guajeru,2911659.0,2020-07-15,29,6937.0,True,False,3,43.24636,2020-07-15,0.0,0,0,0,37,city,BA
Guanambi,2911709.0,2020-07-15,29,84481.0,True,False,127,150.32966,2020-07-15,0.0,0,10,0,89,city,BA
Guaratinga,2911808.0,2020-07-15,29,20843.0,True,False,110,527.75512,2020-07-15,0.0182,2,8,0,77,city,BA
Heliópolis,2911857.0,2020-07-15,29,13031.0,True,False,15,115.11012,2020-07-15,0.0,0,1,0,19,city,BA
Iaçu,2911907.0,2020-07-15,29,24305.0,True,False,60,246.86279,2020-07-15,0.0667,4,1,0,62,city,BA
Ibiassucê,2912004.0,2020-07-15,29,9224.0,True,False,1,10.84128,2020-07-15,0.0,0,0,0,19,city,BA
Ibicaraí,2912103.0,2020-07-15,29,21689.0,True,False,211,972.84338,2020-07-15,0.0142,3,4,0,85,city,BA
Ibicoara,2912202.0,2020-07-15,29,19571.0,True,False,9,45.98641,2020-07-15,0.0,0,1,0,21,city,BA
Ibicuí,2912301.0,2020-07-15,29,16198.0,True,False,69,425.97852,2020-07-15,0.0,0,0,0,42,city,BA
Ibipeba,2912400.0,2020-07-15,29,18211.0,True,False,7,38.43831,2020-07-15,0.0,0,0,0,47,city,BA
Ibipitanga,2912509.0,2020-07-15,29,14902.0,True,False,7,46.97356,2020-07-15,0.0,0,0,0,42,city,BA
Ibiquera,2912608.0,2020-07-15,29,4044.0,True,False,0,,2020-07-15,0.0,0,0,0,19,city,BA
Ibirapitanga,2912707.0,2020-07-15,29,23375.0,True,False,144,616.04278,2020-07-15,0.0208,3,0,0,75,city,BA
Ibirapuã,2912806.0,2020-07-15,29,8637.0,True,False,65,752.57613,2020-07-15,0.0154,1,0,0,54,city,BA
Ibirataia,2912905.0,2020-07-15,29,15312.0,True,False,126,822.88401,2020-07-15,0.0159,2,7,0,102,city,BA
Ibitiara,2913002.0,2020-07-15,29,16339.0,True,False,10,61.20326,2020-07-15,0.1,1,0,0,62,city,BA
Ibotirama,2913200.0,2020-07-15,29,26927.0,True,False,93,345.37824,2020-07-15,0.0108,1,4,0,101,city,BA
Ichu,2913309.0,2020-07-15,29,6206.0,True,False,4,64.45375,2020-07-15,0.25,1,0,0,19,city,BA
Igaporã,2913408.0,2020-07-15,29,15640.0,True,False,9,57.54476,2020-07-15,0.1111,1,0,0,16,city,BA
Igrapiúna,2913457.0,2020-07-15,29,13226.0,True,False,66,499.01709,2020-07-15,0.0152,1,3,0,62,city,BA
Iguaí,2913507.0,2020-07-15,29,26916.0,True,False,280,1040.27344,2020-07-15,0.0179,5,2,0,49,city,BA
Ilhéus,2913606.0,2020-07-15,29,162327.0,True,False,1982,1220.99219,2020-07-15,0.0343,68,83,0,113,city,BA
Importados/Indefinidos,,2020-07-15,29,,True,False,3444,,2020-07-15,0.0032,11,-65,0,114,city,BA
Inhambupe,2913705.0,2020-07-15,29,39926.0,True,False,38,95.17608,2020-07-15,0.0526,2,2,0,62,city,BA
Ipecaetá,2913804.0,2020-07-15,29,14487.0,True,False,17,117.34659,2020-07-15,0.0588,1,1,0,62,city,BA
Ipiaú,2913903.0,2020-07-15,29,45873.0,True,False,934,2036.05607,2020-07-15,0.0118,11,7,0,111,city,BA
Ipirá,2914000.0,2020-07-15,29,59595.0,True,False,101,169.47731,2020-07-15,0.0297,3,0,0,87,city,BA
Irajuba,2914208.0,2020-07-15,29,7260.0,True,False,17,234.15978,2020-07-15,0.0,0,5,0,11,city,BA
Iramaia,2914307.0,2020-07-15,29,8537.0,True,False,6,70.2823,2020-07-15,0.0,0,0,0,41,city,BA
Iraquara,2914406.0,2020-07-15,29,25216.0,True,False,99,392.60787,2020-07-15,0.0,0,7,0,23,city,BA
Irará,2914505.0,2020-07-15,29,29034.0,True,False,40,137.76951,2020-07-15,0.025,1,1,0,66,city,BA
Irecê,2914604.0,2020-07-15,29,72967.0,True,False,261,357.69594,2020-07-15,0.0077,2,29,0,92,city,BA
Itabela,2914653.0,2020-07-15,29,30584.0,True,False,127,415.2498,2020-07-15,0.0079,1,2,0,87,city,BA
Itaberaba,2914703.0,2020-07-15,29,64489.0,True,False,436,676.08429,2020-07-15,0.0275,12,17,0,87,city,BA
Itabuna,2914802.0,2020-07-15,29,213223.0,True,False,3772,1769.03993,2020-07-15,0.0212,80,49,0,119,city,BA
Itacaré,2914901.0,2020-07-15,29,28296.0,True,False,166,586.65536,2020-07-15,0.0301,5,11,0,82,city,BA
Itaeté,2915007.0,2020-07-15,29,16056.0,True,False,53,330.09467,2020-07-15,0.0,0,0,0,55,city,BA
Itagi,2915106.0,2020-07-15,29,12351.0,True,False,14,113.35115,2020-07-15,0.0,0,0,0,99,city,BA
Itagibá,2915205.0,2020-07-15,29,14579.0,True,False,108,740.79155,2020-07-15,0.0278,3,2,0,110,city,BA
Itagimirim,2915304.0,2020-07-15,29,6869.0,True,False,20,291.1632,2020-07-15,0.0,0,1,0,17,city,BA
Itaguaçu da Bahia,2915353.0,2020-07-15,29,14429.0,True,False,8,55.4439,2020-07-15,0.0,0,0,0,58,city,BA
Itaju do Colônia,2915403.0,2020-07-15,29,6682.0,True,False,28,419.03622,2020-07-15,0.0,0,3,0,23,city,BA
Itajuípe,2915502.0,2020-07-15,29,20491.0,True,False,503,2454.73623,2020-07-15,0.0119,6,4,0,107,city,BA
Itamaraju,2915601.0,2020-07-15,29,64486.0,True,False,828,1283.99963,2020-07-15,0.0181,15,34,1,109,city,BA
Itamari,2915700.0,2020-07-15,29,8035.0,True,False,20,248.91101,2020-07-15,0.0,0,2,0,87,city,BA
Itambé,2915809.0,2020-07-15,29,23049.0,True,False,24,104.12599,2020-07-15,0.0,0,1,0,32,city,BA
Itanagra,2915908.0,2020-07-15,29,6441.0,True,False,12,186.30647,2020-07-15,0.1667,2,1,0,56,city,BA
Itanhém,2916005.0,2020-07-15,29,19405.0,True,False,144,742.07678,2020-07-15,0.0208,3,0,0,54,city,BA
Itaparica,2916104.0,2020-07-15,29,22228.0,True,False,140,629.83624,2020-07-15,0.0357,5,2,0,81,city,BA
Itapé,2916203.0,2020-07-15,29,8761.0,True,False,90,1027.27999,2020-07-15,0.0222,2,5,0,94,city,BA
Itapebi,2916302.0,2020-07-15,29,10259.0,True,False,92,896.77356,2020-07-15,0.0109,1,1,0,98,city,BA
Itapetinga,2916401.0,2020-07-15,29,76147.0,True,False,367,481.96252,2020-07-15,0.0381,14,52,2,103,city,BA
Itapicuru,2916500.0,2020-07-15,29,35576.0,True,False,94,264.22307,2020-07-15,0.0106,1,3,0,67,city,BA
Itapitanga,2916609.0,2020-07-15,29,10313.0,True,False,18,174.53699,2020-07-15,0.0556,1,1,0,68,city,BA
Itaquara,2916708.0,2020-07-15,29,8319.0,True,False,11,132.22743,2020-07-15,0.0,0,0,0,48,city,BA
Itarantim,2916807.0,2020-07-15,29,19747.0,True,False,44,222.81866,2020-07-15,0.0227,1,1,0,102,city,BA
Itatim,2916856.0,2020-07-15,29,14487.0,True,False,50,345.13702,2020-07-15,0.06,3,2,0,99,city,BA
Itiruçu,2916906.0,2020-07-15,29,12576.0,True,False,11,87.46819,2020-07-15,0.0,0,0,0,37,city,BA
Itiúba,2917003.0,2020-07-15,29,36089.0,True,False,20,55.41855,2020-07-15,0.05,1,6,0,59,city,BA
Itororó,2917102.0,2020-07-15,29,20382.0,True,False,50,245.31449,2020-07-15,0.02,1,2,0,109,city,BA
Ituaçu,2917201.0,2020-07-15,29,18962.0,True,False,3,15.82112,2020-07-15,0.3333,1,1,0,46,city,BA
Ituberá,2917300.0,2020-07-15,29,28602.0,True,False,227,793.65079,2020-07-15,0.0308,7,8,0,98,city,BA
Iuiú,2917334.0,2020-07-15,29,10994.0,True,False,3,27.28761,2020-07-15,0.0,0,0,0,40,city,BA
Jaborandi,2917359.0,2020-07-15,29,8385.0,True,False,3,35.77818,2020-07-15,0.0,0,2,0,54,city,BA
Jacaraci,2917409.0,2020-07-15,29,14842.0,True,False,1,6.73764,2020-07-15,0.0,0,0,0,56,city,BA
Jacobina,2917508.0,2020-07-15,29,80518.0,True,False,217,269.50496,2020-07-15,0.0138,3,2,0,71,city,BA
Jaguaquara,2917607.0,2020-07-15,29,54423.0,True,False,581,1067.56335,2020-07-15,0.0052,3,47,0,97,city,BA
Jaguarari,2917706.0,2020-07-15,29,33570.0,True,False,109,324.69467,2020-07-15,0.0092,1,4,0,79,city,BA
Jaguaripe,2917805.0,2020-07-15,29,18788.0,True,False,73,388.54588,2020-07-15,0.0274,2,7,0,57,city,BA
Jandaíra,2917904.0,2020-07-15,29,10709.0,True,False,82,765.71108,2020-07-15,0.0122,1,5,0,44,city,BA
Jequié,2918001.0,2020-07-15,29,155966.0,True,False,1938,1242.57851,2020-07-15,0.0248,48,119,3,115,city,BA
Jeremoabo,2918100.0,2020-07-15,29,40463.0,True,False,35,86.49878,2020-07-15,0.0,0,6,0,37,city,BA
Jiquiriçá,2918209.0,2020-07-15,29,14537.0,True,False,5,34.39499,2020-07-15,0.0,0,0,0,53,city,BA
Jitaúna,2918308.0,2020-07-15,29,11166.0,True,False,53,474.6552,2020-07-15,0.0377,2,5,0,71,city,BA
João Dourado,2918357.0,2020-07-15,29,25188.0,True,False,125,496.26806,2020-07-15,0.016,2,4,0,49,city,BA
Juazeiro,2918407.0,2020-07-15,29,216707.0,True,False,1523,702.79225,2020-07-15,0.0256,39,43,4,115,city,BA
Jucuruçu,2918456.0,2020-07-15,29,9126.0,True,False,14,153.40785,2020-07-15,0.0,0,1,0,18,city,BA
Jussara,2918506.0,2020-07-15,29,15284.0,True,False,19,124.31301,2020-07-15,0.0,0,1,0,42,city,BA
Jussari,2918555.0,2020-07-15,29,5833.0,True,False,23,394.30825,2020-07-15,0.0,0,4,0,76,city,BA
Jussiape,2918605.0,2020-07-15,29,6186.0,True,False,2,32.33107,2020-07-15,0.0,0,0,0,74,city,BA
Lafaiete Coutinho,2918704.0,2020-07-15,29,3724.0,True,False,16,429.64554,2020-07-15,0.0625,1,0,0,65,city,BA
Lagoa Real,2918753.0,2020-07-15,29,15665.0,True,False,1,6.38366,2020-07-15,0.0,0,1,0,1,city,BA
Laje,2918803.0,2020-07-15,29,23840.0,True,False,44,184.56376,2020-07-15,0.0227,1,2,0,82,city,BA
Lajedão,2918902.0,2020-07-15,29,3955.0,True,False,8,202.2756,2020-07-15,0.0,0,0,0,54,city,BA
