city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths,order_for_place,place_type,state
Glória,2911402.0,2020-07-12,29,15221.0,False,False,30,197.09612,2020-07-12,0.1,3,1,0,50,city,BA
Gongogi,2911501.0,2020-07-12,29,7128.0,False,False,23,322.67116,2020-07-12,0.087,2,0,0,96,city,BA
Governador Mangabeira,2911600.0,2020-07-12,29,20722.0,False,False,47,226.81208,2020-07-12,0.0213,1,0,0,72,city,BA
Guajeru,2911659.0,2020-07-12,29,6937.0,False,False,3,43.24636,2020-07-12,0.0,0,0,0,34,city,BA
Guanambi,2911709.0,2020-07-12,29,84481.0,False,False,113,133.75789,2020-07-12,0.0,0,1,0,86,city,BA
Guaratinga,2911808.0,2020-07-12,29,20843.0,False,False,88,422.2041,2020-07-12,0.0227,2,2,0,74,city,BA
Heliópolis,2911857.0,2020-07-12,29,13031.0,False,False,14,107.43611,2020-07-12,0.0,0,0,0,16,city,BA
Iaçu,2911907.0,2020-07-12,29,24305.0,False,False,52,213.94775,2020-07-12,0.0769,4,0,0,59,city,BA
Ibiassucê,2912004.0,2020-07-12,29,9224.0,False,False,1,10.84128,2020-07-12,0.0,0,0,0,16,city,BA
Ibicaraí,2912103.0,2020-07-12,29,21689.0,False,False,205,945.17958,2020-07-12,0.0146,3,7,0,82,city,BA
Ibicoara,2912202.0,2020-07-12,29,19571.0,False,False,8,40.87681,2020-07-12,0.0,0,7,0,18,city,BA
Ibicuí,2912301.0,2020-07-12,29,16198.0,False,False,67,413.63131,2020-07-12,0.0,0,0,0,39,city,BA
Ibipeba,2912400.0,2020-07-12,29,18211.0,False,False,7,38.43831,2020-07-12,0.0,0,0,0,44,city,BA
Ibipitanga,2912509.0,2020-07-12,29,14902.0,False,False,7,46.97356,2020-07-12,0.0,0,0,0,39,city,BA
Ibiquera,2912608.0,2020-07-12,29,4044.0,False,False,0,,2020-07-12,0.0,0,0,0,16,city,BA
Ibirapitanga,2912707.0,2020-07-12,29,23375.0,False,False,144,616.04278,2020-07-12,0.0208,3,1,0,72,city,BA
Ibirapuã,2912806.0,2020-07-12,29,8637.0,False,False,65,752.57613,2020-07-12,0.0154,1,2,0,51,city,BA
Ibirataia,2912905.0,2020-07-12,29,15312.0,False,False,112,731.45246,2020-07-12,0.0179,2,2,0,99,city,BA
Ibitiara,2913002.0,2020-07-12,29,16339.0,False,False,10,61.20326,2020-07-12,0.1,1,0,0,59,city,BA
Ibotirama,2913200.0,2020-07-12,29,26927.0,False,False,88,326.80952,2020-07-12,0.0114,1,3,0,98,city,BA
Ichu,2913309.0,2020-07-12,29,6206.0,False,False,4,64.45375,2020-07-12,0.25,1,2,0,16,city,BA
Igaporã,2913408.0,2020-07-12,29,15640.0,False,False,4,25.57545,2020-07-12,0.25,1,0,0,13,city,BA
Igrapiúna,2913457.0,2020-07-12,29,13226.0,False,False,63,476.33449,2020-07-12,0.0159,1,1,0,59,city,BA
Iguaí,2913507.0,2020-07-12,29,26916.0,False,False,275,1021.69713,2020-07-12,0.0109,3,5,0,46,city,BA
Ilhéus,2913606.0,2020-07-12,29,162327.0,False,False,1846,1137.21069,2020-07-12,0.0352,65,36,0,110,city,BA
Importados/Indefinidos,,2020-07-12,29,,False,False,2572,,2020-07-12,0.0043,11,-842,2,111,city,BA
Inhambupe,2913705.0,2020-07-12,29,39926.0,False,False,35,87.66218,2020-07-12,0.0571,2,0,0,59,city,BA
Ipecaetá,2913804.0,2020-07-12,29,14487.0,False,False,16,110.44385,2020-07-12,0.0625,1,2,1,59,city,BA
Ipiaú,2913903.0,2020-07-12,29,45873.0,False,False,920,2005.53703,2020-07-12,0.0109,10,48,0,108,city,BA
Ipirá,2914000.0,2020-07-12,29,59595.0,False,False,100,167.79931,2020-07-12,0.03,3,9,0,84,city,BA
Irajuba,2914208.0,2020-07-12,29,7260.0,False,False,12,165.28926,2020-07-12,0.0,0,2,0,8,city,BA
Iramaia,2914307.0,2020-07-12,29,8537.0,False,False,4,46.85487,2020-07-12,0.0,0,0,0,38,city,BA
Iraquara,2914406.0,2020-07-12,29,25216.0,False,False,92,364.84772,2020-07-12,0.0,0,5,0,20,city,BA
Irará,2914505.0,2020-07-12,29,29034.0,False,False,35,120.54832,2020-07-12,0.0286,1,5,0,63,city,BA
Irecê,2914604.0,2020-07-12,29,72967.0,False,False,217,297.39471,2020-07-12,0.0092,2,12,0,89,city,BA
Itabela,2914653.0,2020-07-12,29,30584.0,False,False,114,372.74392,2020-07-12,0.0088,1,5,0,84,city,BA
Itaberaba,2914703.0,2020-07-12,29,64489.0,False,False,411,637.31799,2020-07-12,0.0292,12,14,1,84,city,BA
Itabuna,2914802.0,2020-07-12,29,213223.0,False,False,3531,1656.01272,2020-07-12,0.0224,79,63,2,116,city,BA
Itacaré,2914901.0,2020-07-12,29,28296.0,False,False,154,544.24654,2020-07-12,0.0325,5,0,1,79,city,BA
Itaeté,2915007.0,2020-07-12,29,16056.0,False,False,53,330.09467,2020-07-12,0.0,0,0,0,52,city,BA
Itagi,2915106.0,2020-07-12,29,12351.0,False,False,13,105.25464,2020-07-12,0.0,0,1,0,96,city,BA
Itagibá,2915205.0,2020-07-12,29,14579.0,False,False,101,692.77728,2020-07-12,0.0297,3,0,0,107,city,BA
Itagimirim,2915304.0,2020-07-12,29,6869.0,False,False,13,189.25608,2020-07-12,0.0,0,0,0,14,city,BA
Itaguaçu da Bahia,2915353.0,2020-07-12,29,14429.0,False,False,8,55.4439,2020-07-12,0.0,0,1,0,55,city,BA
Itaju do Colônia,2915403.0,2020-07-12,29,6682.0,False,False,25,374.13948,2020-07-12,0.0,0,0,0,20,city,BA
Itajuípe,2915502.0,2020-07-12,29,20491.0,False,False,476,2322.97106,2020-07-12,0.0126,6,1,0,104,city,BA
Itamaraju,2915601.0,2020-07-12,29,64486.0,False,False,786,1218.86921,2020-07-12,0.0165,13,12,0,106,city,BA
Itamari,2915700.0,2020-07-12,29,8035.0,False,False,18,224.01991,2020-07-12,0.0,0,0,0,84,city,BA
Itambé,2915809.0,2020-07-12,29,23049.0,False,False,21,91.11024,2020-07-12,0.0,0,1,0,29,city,BA
Itanagra,2915908.0,2020-07-12,29,6441.0,False,False,10,155.2554,2020-07-12,0.2,2,0,0,53,city,BA
Itanhém,2916005.0,2020-07-12,29,19405.0,False,False,144,742.07678,2020-07-12,0.0139,2,2,0,51,city,BA
Itaparica,2916104.0,2020-07-12,29,22228.0,False,False,130,584.84794,2020-07-12,0.0308,4,5,0,78,city,BA
Itapé,2916203.0,2020-07-12,29,8761.0,False,False,82,935.96621,2020-07-12,0.0244,2,8,0,91,city,BA
Itapebi,2916302.0,2020-07-12,29,10259.0,False,False,86,838.28833,2020-07-12,0.0116,1,1,0,95,city,BA
Itapetinga,2916401.0,2020-07-12,29,76147.0,False,False,284,372.96282,2020-07-12,0.0282,8,23,0,100,city,BA
Itapicuru,2916500.0,2020-07-12,29,35576.0,False,False,89,250.16865,2020-07-12,0.0112,1,0,0,64,city,BA
Itapitanga,2916609.0,2020-07-12,29,10313.0,False,False,17,164.84049,2020-07-12,0.0588,1,0,0,65,city,BA
Itaquara,2916708.0,2020-07-12,29,8319.0,False,False,11,132.22743,2020-07-12,0.0,0,1,0,45,city,BA
Itarantim,2916807.0,2020-07-12,29,19747.0,False,False,40,202.56241,2020-07-12,0.025,1,1,0,99,city,BA
Itatim,2916856.0,2020-07-12,29,14487.0,False,False,47,324.4288,2020-07-12,0.0638,3,1,0,96,city,BA
Itiruçu,2916906.0,2020-07-12,29,12576.0,False,False,11,87.46819,2020-07-12,0.0,0,0,0,34,city,BA
Itiúba,2917003.0,2020-07-12,29,36089.0,False,False,12,33.25113,2020-07-12,0.0833,1,1,0,56,city,BA
Itororó,2917102.0,2020-07-12,29,20382.0,False,False,46,225.68933,2020-07-12,0.0217,1,1,0,106,city,BA
Ituaçu,2917201.0,2020-07-12,29,18962.0,False,False,2,10.54741,2020-07-12,0.5,1,0,0,43,city,BA
Ituberá,2917300.0,2020-07-12,29,28602.0,False,False,218,762.18446,2020-07-12,0.0275,6,18,1,95,city,BA
Iuiú,2917334.0,2020-07-12,29,10994.0,False,False,2,18.19174,2020-07-12,0.0,0,0,0,37,city,BA
Jaborandi,2917359.0,2020-07-12,29,8385.0,False,False,1,11.92606,2020-07-12,0.0,0,0,0,51,city,BA
Jacaraci,2917409.0,2020-07-12,29,14842.0,False,False,1,6.73764,2020-07-12,0.0,0,0,0,53,city,BA
Jacobina,2917508.0,2020-07-12,29,80518.0,False,False,213,264.53712,2020-07-12,0.0094,2,19,0,68,city,BA
Jaguaquara,2917607.0,2020-07-12,29,54423.0,False,False,523,960.99076,2020-07-12,0.0038,2,30,0,94,city,BA
Jaguarari,2917706.0,2020-07-12,29,33570.0,False,False,102,303.84272,2020-07-12,0.0098,1,4,1,76,city,BA
Jaguaripe,2917805.0,2020-07-12,29,18788.0,False,False,62,329.99787,2020-07-12,0.0323,2,4,0,54,city,BA
Jandaíra,2917904.0,2020-07-12,29,10709.0,False,False,77,719.02138,2020-07-12,0.013,1,0,0,41,city,BA
Jequié,2918001.0,2020-07-12,29,155966.0,False,False,1740,1115.62777,2020-07-12,0.0247,43,65,3,112,city,BA
Jeremoabo,2918100.0,2020-07-12,29,40463.0,False,False,29,71.67041,2020-07-12,0.0,0,5,0,34,city,BA
Jiquiriçá,2918209.0,2020-07-12,29,14537.0,False,False,2,13.758,2020-07-12,0.0,0,0,0,50,city,BA
Jitaúna,2918308.0,2020-07-12,29,11166.0,False,False,46,411.96489,2020-07-12,0.0435,2,2,0,68,city,BA
João Dourado,2918357.0,2020-07-12,29,25188.0,False,False,118,468.47705,2020-07-12,0.0169,2,0,0,46,city,BA
Juazeiro,2918407.0,2020-07-12,29,216707.0,False,False,1425,657.5699,2020-07-12,0.0232,33,64,0,112,city,BA
Jucuruçu,2918456.0,2020-07-12,29,9126.0,False,False,13,142.45014,2020-07-12,0.0,0,4,0,15,city,BA
Jussara,2918506.0,2020-07-12,29,15284.0,False,False,18,117.77022,2020-07-12,0.0,0,2,0,39,city,BA
Jussari,2918555.0,2020-07-12,29,5833.0,False,False,16,274.30139,2020-07-12,0.0,0,0,0,73,city,BA
Jussiape,2918605.0,2020-07-12,29,6186.0,False,False,2,32.33107,2020-07-12,0.0,0,0,0,71,city,BA
Lafaiete Coutinho,2918704.0,2020-07-12,29,3724.0,False,False,15,402.7927,2020-07-12,0.0667,1,2,0,62,city,BA
Laje,2918803.0,2020-07-12,29,23840.0,False,False,37,155.20134,2020-07-12,0.027,1,11,1,79,city,BA
Lajedão,2918902.0,2020-07-12,29,3955.0,False,False,8,202.2756,2020-07-12,0.0,0,0,0,51,city,BA
Lajedinho,2919009.0,2020-07-12,29,3783.0,False,False,2,52.86809,2020-07-12,0.0,0,0,0,5,city,BA
Lajedo do Tabocal,2919058.0,2020-07-12,29,8562.0,False,False,23,268.62883,2020-07-12,0.0,0,7,0,78,city,BA
Lamarão,2919108.0,2020-07-12,29,8307.0,False,False,36,433.36945,2020-07-12,0.0,0,1,0,51,city,BA
Lapão,2919157.0,2020-07-12,29,27223.0,False,False,50,183.66822,2020-07-12,0.0,0,7,0,54,city,BA
Lauro de Freitas,2919207.0,2020-07-12,29,198440.0,False,False,3452,1739.56864,2020-07-12,0.0156,54,76,3,116,city,BA
Lençóis,2919306.0,2020-07-12,29,11409.0,False,False,43,376.89543,2020-07-12,0.0,0,9,0,16,city,BA
Licínio de Almeida,2919405.0,2020-07-12,29,12388.0,False,False,12,96.86794,2020-07-12,0.0,0,0,0,81,city,BA
Livramento de Nossa Senhora,2919504.0,2020-07-12,29,45732.0,False,False,25,54.66632,2020-07-12,0.0,0,0,0,79,city,BA
Luís Eduardo Magalhães,2919553.0,2020-07-12,29,87519.0,False,False,484,553.02277,2020-07-12,0.0062,3,25,0,93,city,BA
Macajuba,2919603.0,2020-07-12,29,11348.0,False,False,11,96.93338,2020-07-12,0.0,0,0,0,27,city,BA
Macarani,2919702.0,2020-07-12,29,18755.0,False,False,53,282.59131,2020-07-12,0.0189,1,3,0,48,city,BA
Macaúbas,2919801.0,2020-07-12,29,49826.0,False,False,7,14.04889,2020-07-12,0.0,0,0,0,43,city,BA
Macururé,2919900.0,2020-07-12,29,7824.0,False,False,47,600.71575,2020-07-12,0.0,0,0,0,16,city,BA
Madre de Deus,2919926.0,2020-07-12,29,21093.0,False,False,339,1607.16825,2020-07-12,0.0088,3,17,0,69,city,BA
Maetinga,2919959.0,2020-07-12,29,3161.0,False,False,1,31.63556,2020-07-12,0.0,0,0,0,41,city,BA
Maiquinique,2920007.0,2020-07-12,29,10112.0,False,False,22,217.56329,2020-07-12,0.0,0,0,0,46,city,BA
Mairi,2920106.0,2020-07-12,29,18676.0,False,False,87,465.83851,2020-07-12,0.0,0,0,0,53,city,BA
Malhada,2920205.0,2020-07-12,29,16845.0,False,False,2,11.87296,2020-07-12,0.0,0,0,0,37,city,BA
Malhada de Pedras,2920304.0,2020-07-12,29,8393.0,False,False,3,35.74407,2020-07-12,0.0,0,0,0,42,city,BA
Manoel Vitorino,2920403.0,2020-07-12,29,13240.0,False,False,84,634.44109,2020-07-12,0.0357,3,13,1,64,city,BA
Mansidão,2920452.0,2020-07-12,29,13643.0,False,False,38,278.53111,2020-07-12,0.0263,1,0,0,44,city,BA
Maracás,2920502.0,2020-07-12,29,20834.0,False,False,74,355.18863,2020-07-12,0.027,2,3,0,75,city,BA
Maragogipe,2920601.0,2020-07-12,29,44677.0,False,False,139,311.12205,2020-07-12,0.0288,4,9,0,80,city,BA
Maraú,2920700.0,2020-07-12,29,20570.0,False,False,58,281.96403,2020-07-12,0.0345,2,3,0,75,city,BA
Marcionílio Souza,2920809.0,2020-07-12,29,10406.0,False,False,11,105.70825,2020-07-12,0.0,0,0,0,49,city,BA
Mascote,2920908.0,2020-07-12,29,13822.0,False,False,23,166.40139,2020-07-12,0.0,0,2,0,51,city,BA
Mata de São João,2921005.0,2020-07-12,29,46583.0,False,False,238,510.916,2020-07-12,0.0084,2,7,1,76,city,BA
Matina,2921054.0,2020-07-12,29,12201.0,False,False,0,,2020-07-12,0.0,0,0,0,40,city,BA
Medeiros Neto,2921104.0,2020-07-12,29,22688.0,False,False,210,925.59944,2020-07-12,0.0048,1,29,0,104,city,BA
Miguel Calmon,2921203.0,2020-07-12,29,26023.0,False,False,25,96.06886,2020-07-12,0.04,1,1,0,59,city,BA
Milagres,2921302.0,2020-07-12,29,10950.0,False,False,62,566.21005,2020-07-12,0.0161,1,0,0,44,city,BA
Mirangaba,2921401.0,2020-07-12,29,18338.0,False,False,6,32.71894,2020-07-12,0.0,0,0,0,59,city,BA
Mirante,2921450.0,2020-07-12,29,8641.0,False,False,8,92.58188,2020-07-12,0.125,1,0,0,86,city,BA
Monte Santo,2921500.0,2020-07-12,29,49418.0,False,False,104,210.44963,2020-07-12,0.0192,2,1,0,58,city,BA
Morpará,2921609.0,2020-07-12,29,8519.0,False,False,15,176.077,2020-07-12,0.1333,2,1,0,84,city,BA
Morro do Chapéu,2921708.0,2020-07-12,29,35413.0,False,False,12,33.88586,2020-07-12,0.0,0,0,0,61,city,BA
Mortugaba,2921807.0,2020-07-12,29,12042.0,False,False,10,83.04268,2020-07-12,0.0,0,0,0,37,city,BA
Mucugê,2921906.0,2020-07-12,29,9062.0,False,False,16,176.56147,2020-07-12,0.0,0,1,0,84,city,BA
Mucuri,2922003.0,2020-07-12,29,41748.0,False,False,247,591.64511,2020-07-12,0.0162,4,5,0,60,city,BA
Mulungu do Morro,2922052.0,2020-07-12,29,10889.0,False,False,13,119.38654,2020-07-12,0.0769,1,0,0,43,city,BA
Mundo Novo,2922102.0,2020-07-12,29,26776.0,False,False,2,7.46938,2020-07-12,0.5,1,0,0,60,city,BA
Muniz Ferreira,2922201.0,2020-07-12,29,7422.0,False,False,18,242.52223,2020-07-12,0.0,0,0,0,45,city,BA
Muquém de São Francisco,2922250.0,2020-07-12,29,11348.0,False,False,27,237.92739,2020-07-12,0.0,0,1,0,37,city,BA
Muritiba,2922300.0,2020-07-12,29,29399.0,False,False,107,363.95796,2020-07-12,0.0093,1,2,0,60,city,BA
Mutuípe,2922409.0,2020-07-12,29,22221.0,False,False,42,189.0104,2020-07-12,0.0,0,3,0,56,city,BA
Nazaré,2922508.0,2020-07-12,29,28525.0,False,False,110,385.62664,2020-07-12,0.0273,3,0,0,71,city,BA
Nilo Peçanha,2922607.0,2020-07-12,29,13997.0,False,False,79,564.40666,2020-07-12,0.0127,1,4,0,79,city,BA
Nordestina,2922656.0,2020-07-12,29,13130.0,False,False,70,533.13024,2020-07-12,0.0,0,0,0,72,city,BA
Nova Canaã,2922706.0,2020-07-12,29,16462.0,False,False,48,291.58061,2020-07-12,0.0,0,8,0,37,city,BA
Nova Fátima,2922730.0,2020-07-12,29,7812.0,False,False,15,192.01229,2020-07-12,0.0667,1,8,0,50,city,BA
Nova Ibiá,2922755.0,2020-07-12,29,6591.0,False,False,94,1426.18723,2020-07-12,0.0319,3,7,0,59,city,BA
Nova Itarana,2922805.0,2020-07-12,29,8226.0,False,False,14,170.19207,2020-07-12,0.0,0,0,0,17,city,BA
Nova Redenção,2922854.0,2020-07-12,29,9118.0,False,False,3,32.90195,2020-07-12,0.0,0,0,0,29,city,BA
Nova Soure,2922904.0,2020-07-12,29,26947.0,False,False,172,638.28998,2020-07-12,0.0,0,3,0,105,city,BA
Nova Viçosa,2923001.0,2020-07-12,29,43376.0,False,False,197,454.1682,2020-07-12,0.0152,3,4,0,67,city,BA
Novo Horizonte,2923035.0,2020-07-12,29,12385.0,False,False,1,8.07428,2020-07-12,0.0,0,0,0,27,city,BA
Novo Triunfo,2923050.0,2020-07-12,29,15440.0,False,False,33,213.73057,2020-07-12,0.0,0,0,0,45,city,BA
Olindina,2923100.0,2020-07-12,29,28229.0,False,False,42,148.78317,2020-07-12,0.0,0,4,0,53,city,BA
Oliveira dos Brejinhos,2923209.0,2020-07-12,29,21825.0,False,False,42,192.43986,2020-07-12,0.0,0,0,0,79,city,BA
Ouriçangas,2923308.0,2020-07-12,29,8564.0,False,False,12,140.12144,2020-07-12,0.0,0,0,0,99,city,BA
Ourolândia,2923357.0,2020-07-12,29,17451.0,False,False,27,154.71893,2020-07-12,0.0,0,2,0,45,city,BA
Palmas de Monte Alto,2923407.0,2020-07-12,29,21750.0,False,False,25,114.94253,2020-07-12,0.0,0,0,0,41,city,BA
Palmeiras,2923506.0,2020-07-12,29,9019.0,False,False,8,88.70163,2020-07-12,0.0,0,1,0,99,city,BA
Paramirim,2923605.0,2020-07-12,29,21607.0,False,False,8,37.02504,2020-07-12,0.125,1,0,0,89,city,BA
Paratinga,2923704.0,2020-07-12,29,32000.0,False,False,16,50.0,2020-07-12,0.0,0,0,0,55,city,BA
Paripiranga,2923803.0,2020-07-12,29,28989.0,False,False,40,137.98337,2020-07-12,0.025,1,0,0,45,city,BA
Pau Brasil,2923902.0,2020-07-12,29,9831.0,False,False,36,366.18859,2020-07-12,0.1111,4,1,0,72,city,BA
Paulo Afonso,2924009.0,2020-07-12,29,117782.0,False,False,257,218.19972,2020-07-12,0.0311,8,4,0,83,city,BA
Pé de Serra,2924058.0,2020-07-12,29,13578.0,False,False,37,272.49963,2020-07-12,0.0,0,5,0,39,city,BA
Pedrão,2924108.0,2020-07-12,29,7347.0,False,False,2,27.222,2020-07-12,0.0,0,0,0,44,city,BA
Pedro Alexandre,2924207.0,2020-07-12,29,16667.0,False,False,10,59.9988,2020-07-12,0.0,0,0,0,45,city,BA
Piatã,2924306.0,2020-07-12,29,17123.0,False,False,10,58.40098,2020-07-12,0.0,0,0,0,59,city,BA
Pilão Arcado,2924405.0,2020-07-12,29,35048.0,False,False,52,148.36795,2020-07-12,0.0,0,0,0,71,city,BA
Pindaí,2924504.0,2020-07-12,29,16260.0,False,False,17,104.55105,2020-07-12,0.0,0,0,0,44,city,BA
Pindobaçu,2924603.0,2020-07-12,29,20150.0,False,False,48,238.2134,2020-07-12,0.0417,2,11,2,44,city,BA
Pintadas,2924652.0,2020-07-12,29,10437.0,False,False,87,833.57287,2020-07-12,0.0,0,0,0,48,city,BA
Piraí do Norte,2924678.0,2020-07-12,29,10023.0,False,False,112,1117.42991,2020-07-12,0.0089,1,17,1,46,city,BA
Piripá,2924702.0,2020-07-12,29,10707.0,False,False,45,420.28579,2020-07-12,0.0,0,0,0,99,city,BA
Piritiba,2924801.0,2020-07-12,29,24755.0,False,False,9,36.35629,2020-07-12,0.0,0,1,0,56,city,BA
Planalto,2925006.0,2020-07-12,29,26265.0,False,False,79,300.78051,2020-07-12,0.0,0,6,0,38,city,BA
Poções,2925105.0,2020-07-12,29,46871.0,False,False,251,535.51236,2020-07-12,0.008,2,5,0,45,city,BA
Pojuca,2925204.0,2020-07-12,29,39519.0,False,False,324,819.8588,2020-07-12,0.0123,4,12,2,106,city,BA
Ponto Novo,2925253.0,2020-07-12,29,14914.0,False,False,31,207.85839,2020-07-12,0.0323,1,1,0,59,city,BA
Porto Seguro,2925303.0,2020-07-12,29,148686.0,False,False,900,605.30245,2020-07-12,0.0044,4,23,0,119,city,BA
Potiraguá,2925402.0,2020-07-12,29,7224.0,False,False,43,595.2381,2020-07-12,0.0,0,1,0,65,city,BA
Prado,2925501.0,2020-07-12,29,28174.0,False,False,178,631.78817,2020-07-12,0.0169,3,3,0,118,city,BA
Presidente Dutra,2925600.0,2020-07-12,29,15142.0,False,False,61,402.85299,2020-07-12,0.0,0,0,0,64,city,BA
Presidente Jânio Quadros,2925709.0,2020-07-12,29,12338.0,False,False,28,226.94116,2020-07-12,0.0357,1,3,0,59,city,BA
Presidente Tancredo Neves,2925758.0,2020-07-12,29,27719.0,False,False,320,1154.4428,2020-07-12,0.0094,3,55,0,64,city,BA
Queimadas,2925808.0,2020-07-12,29,25439.0,False,False,138,542.47415,2020-07-12,0.0072,1,1,0,60,city,BA
Quijingue,2925907.0,2020-07-12,29,27580.0,False,False,20,72.51632,2020-07-12,0.05,1,0,0,36,city,BA
Quixabeira,2925931.0,2020-07-12,29,8972.0,False,False,16,178.33259,2020-07-12,0.0,0,2,0,62,city,BA
Rafael Jambeiro,2925956.0,2020-07-12,29,22621.0,False,False,88,389.01905,2020-07-12,0.0,0,2,0,72,city,BA
Remanso,2926004.0,2020-07-12,29,41008.0,False,False,48,117.05033,2020-07-12,0.0208,1,6,0,70,city,BA
Retirolândia,2926103.0,2020-07-12,29,14396.0,False,False,81,562.65629,2020-07-12,0.0,0,6,0,71,city,BA
Riachão das Neves,2926202.0,2020-07-12,29,22339.0,False,False,56,250.68266,2020-07-12,0.0,0,0,0,48,city,BA
Riachão do Jacuípe,2926301.0,2020-07-12,29,33436.0,False,False,154,460.58141,2020-07-12,0.013,2,1,0,55,city,BA
Riacho de Santana,2926400.0,2020-07-12,29,35421.0,False,False,36,101.63462,2020-07-12,0.0,0,1,0,52,city,BA
Ribeira do Amparo,2926509.0,2020-07-12,29,14592.0,False,False,24,164.47368,2020-07-12,0.0,0,2,0,51,city,BA
Ribeira do Pombal,2926608.0,2020-07-12,29,53807.0,False,False,227,421.87819,2020-07-12,0.0044,1,11,0,85,city,BA
Ribeirão do Largo,2926657.0,2020-07-12,29,5812.0,False,False,9,154.85203,2020-07-12,0.0,0,0,0,41,city,BA
Rio de Contas,2926707.0,2020-07-12,29,12989.0,False,False,4,30.79529,2020-07-12,0.0,0,0,0,9,city,BA
Rio do Antônio,2926806.0,2020-07-12,29,15371.0,False,False,4,26.02303,2020-07-12,0.0,0,0,0,47,city,BA
Rio do Pires,2926905.0,2020-07-12,29,11655.0,False,False,15,128.70013,2020-07-12,0.1333,2,1,1,94,city,BA
Rio Real,2927002.0,2020-07-12,29,40732.0,False,False,96,235.68693,2020-07-12,0.0,0,3,0,82,city,BA
Rodelas,2927101.0,2020-07-12,29,9331.0,False,False,8,85.73572,2020-07-12,0.0,0,0,0,62,city,BA
Ruy Barbosa,2927200.0,2020-07-12,29,30814.0,False,False,123,399.16921,2020-07-12,0.0081,1,4,0,61,city,BA
Salinas da Margarida,2927309.0,2020-07-12,29,15667.0,False,False,30,191.48529,2020-07-12,0.0333,1,3,0,47,city,BA
Salvador,2927408.0,2020-07-12,29,2872347.0,False,False,43034,1498.21731,2020-07-12,0.0331,1424,346,9,122,city,BA
Santa Bárbara,2927507.0,2020-07-12,29,20791.0,False,False,190,913.85696,2020-07-12,0.0105,2,0,0,76,city,BA
Santa Brígida,2927606.0,2020-07-12,29,14213.0,False,False,23,161.82368,2020-07-12,0.0,0,0,0,50,city,BA
Santa Cruz Cabrália,2927705.0,2020-07-12,29,27778.0,False,False,184,662.3947,2020-07-12,0.0109,2,14,0,102,city,BA
Santa Cruz da Vitória,2927804.0,2020-07-12,29,6315.0,False,False,13,205.85907,2020-07-12,0.0769,1,0,0,43,city,BA
Santa Inês,2927903.0,2020-07-12,29,10631.0,False,False,12,112.87743,2020-07-12,0.0833,1,0,0,48,city,BA
Santaluz,2928000.0,2020-07-12,29,37348.0,False,False,114,305.23723,2020-07-12,0.0263,3,7,0,77,city,BA
Santa Luzia,2928059.0,2020-07-12,29,12597.0,False,False,71,563.62626,2020-07-12,0.0,0,16,0,95,city,BA
Santa Maria da Vitória,2928109.0,2020-07-12,29,39845.0,False,False,10,25.09725,2020-07-12,0.0,0,4,0,99,city,BA
Santana,2928208.0,2020-07-12,29,26614.0,False,False,0,,2020-07-12,0.0,0,0,0,16,city,BA
Santanópolis,2928307.0,2020-07-12,29,8943.0,False,False,45,503.18685,2020-07-12,0.0,0,6,0,66,city,BA
Santa Rita de Cássia,2928406.0,2020-07-12,29,28338.0,False,False,20,70.57661,2020-07-12,0.05,1,4,0,45,city,BA
Santa Teresinha,2928505.0,2020-07-12,29,10405.0,False,False,24,230.65834,2020-07-12,0.0417,1,0,0,90,city,BA
Santo Amaro,2928604.0,2020-07-12,29,60069.0,False,False,319,531.05595,2020-07-12,0.0188,6,2,0,75,city,BA
Santo Antônio de Jesus,2928703.0,2020-07-12,29,101512.0,False,False,738,727.00764,2020-07-12,0.0136,10,26,0,72,city,BA
Santo Estêvão,2928802.0,2020-07-12,29,52850.0,False,False,89,168.40114,2020-07-12,0.0112,1,10,0,65,city,BA
São Desidério,2928901.0,2020-07-12,29,33742.0,False,False,86,254.87523,2020-07-12,0.0,0,0,0,60,city,BA
São Domingos,2928950.0,2020-07-12,29,9058.0,False,False,8,88.31972,2020-07-12,0.0,0,0,0,110,city,BA
São Felipe,2929107.0,2020-07-12,29,21074.0,False,False,42,199.29771,2020-07-12,0.0,0,0,0,76,city,BA
São Félix,2929008.0,2020-07-12,29,14740.0,False,False,40,271.37042,2020-07-12,0.025,1,4,0,46,city,BA
São Félix do Coribe,2929057.0,2020-07-12,29,15391.0,False,False,7,45.48113,2020-07-12,0.0,0,0,0,16,city,BA
São Francisco do Conde,2929206.0,2020-07-12,29,39802.0,False,False,371,932.11396,2020-07-12,0.0162,6,5,0,98,city,BA
São Gabriel,2929255.0,2020-07-12,29,18793.0,False,False,13,69.17469,2020-07-12,0.0,0,0,0,38,city,BA
São Gonçalo dos Campos,2929305.0,2020-07-12,29,37550.0,False,False,242,644.47403,2020-07-12,0.0124,3,30,0,72,city,BA
São José da Vitória,2929354.0,2020-07-12,29,5657.0,False,False,70,1237.40498,2020-07-12,0.0143,1,1,0,81,city,BA
São José do Jacuípe,2929370.0,2020-07-12,29,10462.0,False,False,7,66.90881,2020-07-12,0.1429,1,0,0,45,city,BA
