city,city_ibge_code,date,is_last,last_available_confirmed,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths,lat,lon
Piripá,2924702.0,2020-07-01,True,43,0.0,0,0,0,-14.9444,-41.7168
Piritiba,2924801.0,2020-07-01,True,5,0.0,0,0,0,-11.73,-40.5587
Planalto,2925006.0,2020-07-01,True,40,0.0,0,2,0,-14.6654,-40.4718
Pojuca,2925204.0,2020-07-01,True,215,0.0093,2,16,0,-12.4303,-38.3374
Ponto Novo,2925253.0,2020-07-01,True,21,0.0476,1,1,0,-10.8653,-40.1311
Porto Seguro,2925303.0,2020-07-01,True,575,0.0035,2,14,0,-16.4435,-39.0643
Potiraguá,2925402.0,2020-07-01,True,33,0.0,0,1,0,-15.5943,-39.8638
Poções,2925105.0,2020-07-01,True,186,0.0108,2,12,0,-14.5234,-40.3634
Prado,2925501.0,2020-07-01,True,116,0.0172,2,15,0,-17.3364,-39.2227
Presidente Dutra,2925600.0,2020-07-01,True,39,0.0,0,3,0,-11.2923,-41.9843
Presidente Jânio Quadros,2925709.0,2020-07-01,True,2,0.0,0,1,0,-14.6885,-41.6798
Presidente Tancredo Neves,2925758.0,2020-07-01,True,91,0.0,0,11,0,-13.4471,-39.4203
Pé de Serra,2924058.0,2020-07-01,True,22,0.0,0,4,0,-11.8313,-39.611
Queimadas,2925808.0,2020-07-01,True,58,0.0,0,8,0,-10.9736,-39.6293
Quijingue,2925907.0,2020-07-01,True,18,0.0556,1,0,0,-10.7505,-39.2137
Quixabeira,2925931.0,2020-07-01,True,11,0.0,0,2,0,-11.4031,-40.12
Rafael Jambeiro,2925956.0,2020-07-01,True,64,0.0,0,7,0,-12.4053,-39.5007
Remanso,2926004.0,2020-07-01,True,31,0.0323,1,0,0,-9.619439999999999,-42.0848
Retirolândia,2926103.0,2020-07-01,True,56,0.0,0,2,0,-11.4832,-39.4234
Riacho de Santana,2926400.0,2020-07-01,True,26,0.0,0,1,0,-13.6059,-42.9397
Riachão das Neves,2926202.0,2020-07-01,True,50,0.0,0,1,0,-11.7508,-44.9143
Riachão do Jacuípe,2926301.0,2020-07-01,True,65,0.0308,2,4,0,-11.8067,-39.3818
Ribeira do Amparo,2926509.0,2020-07-01,True,17,0.0,0,0,0,-11.0421,-38.4242
Ribeira do Pombal,2926608.0,2020-07-01,True,118,0.0085,1,20,0,-10.8373,-38.5382
Ribeirão do Largo,2926657.0,2020-07-01,True,4,0.0,0,0,0,-15.4508,-40.7441
Rio Real,2927002.0,2020-07-01,True,55,0.0,0,4,0,-11.4814,-37.9332
Rio do Antônio,2926806.0,2020-07-01,True,4,0.0,0,0,0,-14.4071,-42.0721
Rio do Pires,2926905.0,2020-07-01,True,6,0.1667,1,0,0,-13.1185,-42.2902
Rodelas,2927101.0,2020-07-01,True,8,0.0,0,0,0,-8.85021,-38.78
Ruy Barbosa,2927200.0,2020-07-01,True,87,0.0115,1,4,0,-12.2816,-40.4931
Salinas da Margarida,2927309.0,2020-07-01,True,13,0.0769,1,0,0,-12.873,-38.7562
Salvador,2927408.0,2020-07-01,True,34613,0.0344,1189,1108,26,-12.9718,-38.5011
Santa Brígida,2927606.0,2020-07-01,True,14,0.0,0,0,0,-9.73227,-38.1209
Santa Bárbara,2927507.0,2020-07-01,True,134,0.0,0,3,0,-11.9515,-38.9681
Santa Cruz Cabrália,2927705.0,2020-07-01,True,113,0.0088,1,0,0,-16.2825,-39.0295
Santa Cruz da Vitória,2927804.0,2020-07-01,True,11,0.0909,1,0,0,-14.964,-39.8115
Santa Inês,2927903.0,2020-07-01,True,8,0.125,1,0,0,-13.2793,-39.814
Santa Luzia,2928059.0,2020-07-01,True,28,0.0,0,8,0,-15.4342,-39.3287
Santa Maria da Vitória,2928109.0,2020-07-01,True,1,0.0,0,0,0,-13.3859,-44.2011
Santa Rita de Cássia,2928406.0,2020-07-01,True,12,0.0833,1,0,0,-11.0063,-44.5255
Santa Teresinha,2928505.0,2020-07-01,True,22,0.0455,1,0,0,-12.7697,-39.5215
Santaluz,2928000.0,2020-07-01,True,69,0.0145,1,0,0,-11.2508,-39.375
Santana,2928208.0,2020-07-01,True,0,0.0,0,0,0,-12.9792,-44.0506
Santanópolis,2928307.0,2020-07-01,True,24,0.0,0,0,0,-12.0311,-38.8694
Santo Amaro,2928604.0,2020-07-01,True,196,0.0153,3,2,0,-12.5472,-38.7137
Santo Antônio de Jesus,2928703.0,2020-07-01,True,434,0.0161,7,24,0,-12.9614,-39.2584
Santo Estêvão,2928802.0,2020-07-01,True,43,0.0233,1,4,0,-12.427999999999999,-39.2505
Sapeaçu,2929602.0,2020-07-01,True,32,0.0,0,7,0,-12.7208,-39.1824
Saubara,2929750.0,2020-07-01,True,35,0.0571,2,0,0,-12.7387,-38.7625
Saúde,2929800.0,2020-07-01,True,0,0.0,0,0,0,-10.9428,-40.4155
Seabra,2929909.0,2020-07-01,True,24,0.0417,1,0,0,-12.4169,-41.7722
Senhor do Bonfim,2930105.0,2020-07-01,True,147,0.0068,1,6,0,-10.4594,-40.1865
Sento Sé,2930204.0,2020-07-01,True,25,0.0,0,0,0,-9.74138,-41.8786
Serra Dourada,2930303.0,2020-07-01,True,0,0.0,0,0,0,-12.759,-43.9504
Serra Preta,2930402.0,2020-07-01,True,20,0.0,0,0,0,-12.155999999999999,-39.3305
Serra do Ramalho,2930154.0,2020-07-01,True,8,0.0,0,0,0,-13.5659,-43.5929
Serrinha,2930501.0,2020-07-01,True,268,0.0112,3,38,0,-11.6584,-39.01
Serrolândia,2930600.0,2020-07-01,True,24,0.0,0,2,0,-11.4085,-40.2983
Simões Filho,2930709.0,2020-07-01,True,914,0.0295,27,24,0,-12.7866,-38.4029
Sobradinho,2930774.0,2020-07-01,True,149,0.0604,9,3,0,-9.450239999999999,-40.8145
Souto Soares,2930808.0,2020-07-01,True,5,0.0,0,1,0,-12.088,-41.6427
Sátiro Dias,2929701.0,2020-07-01,True,21,0.0,0,2,0,-11.5929,-38.5938
São Desidério,2928901.0,2020-07-01,True,63,0.0,0,3,0,-12.3572,-44.9769
São Domingos,2928950.0,2020-07-01,True,6,0.0,0,0,0,-11.4649,-39.5268
São Felipe,2929107.0,2020-07-01,True,22,0.0,0,0,0,-12.8394,-39.0893
São Francisco do Conde,2929206.0,2020-07-01,True,236,0.0169,4,9,0,-12.6183,-38.6786
São Félix,2929008.0,2020-07-01,True,24,0.0,0,2,0,-12.6104,-38.9727
São Félix do Coribe,2929057.0,2020-07-01,True,2,0.0,0,0,0,-13.4019,-44.1837
São Gabriel,2929255.0,2020-07-01,True,4,0.0,0,0,0,-11.2175,-41.8843
São Gonçalo dos Campos,2929305.0,2020-07-01,True,128,0.0156,2,18,0,-12.4331,-38.9663
São José da Vitória,2929354.0,2020-07-01,True,64,0.0156,1,1,0,-15.0787,-39.3437
São José do Jacuípe,2929370.0,2020-07-01,True,4,0.25,1,0,0,-11.4137,-39.8669
São Miguel das Matas,2929404.0,2020-07-01,True,3,0.0,0,0,0,-13.0434,-39.4578
São Sebastião do Passé,2929503.0,2020-07-01,True,198,0.0202,4,19,0,-12.5123,-38.4905
Sítio do Quinto,2930766.0,2020-07-01,True,28,0.0,0,4,0,-10.3545,-38.2213
Tabocas do Brejo Velho,2930907.0,2020-07-01,True,5,0.0,0,-2,0,-12.7026,-44.0075
Tanhaçu,2931004.0,2020-07-01,True,0,0.0,0,0,0,-14.0197,-41.2473
Tanque Novo,2931053.0,2020-07-01,True,0,0.0,0,0,0,-13.5485,-42.4934
Tanquinho,2931103.0,2020-07-01,True,29,0.0345,1,0,0,-11.968,-39.1033
Taperoá,2931202.0,2020-07-01,True,46,0.0,0,9,0,-13.5321,-39.1009
Tapiramutá,2931301.0,2020-07-01,True,3,0.0,0,0,0,-11.8475,-40.7927
Teixeira de Freitas,2931350.0,2020-07-01,True,1315,0.0137,18,43,2,-17.5399,-39.74
Teodoro Sampaio,2931400.0,2020-07-01,True,15,0.0,0,2,0,-12.295,-38.6347
Teofilândia,2931509.0,2020-07-01,True,145,0.0,0,1,0,-11.4827,-38.9913
Teolândia,2931608.0,2020-07-01,True,56,0.0,0,4,0,-13.5896,-39.484
Terra Nova,2931707.0,2020-07-01,True,65,0.0154,1,1,0,-12.3888,-38.6238
Tremedal,2931806.0,2020-07-01,True,3,0.0,0,0,0,-14.9736,-41.4142
Tucano,2931905.0,2020-07-01,True,30,0.0333,1,3,0,-10.9584,-38.7894
Uauá,2932002.0,2020-07-01,True,24,0.0,0,3,0,-9.83325,-39.4794
Ubaitaba,2932200.0,2020-07-01,True,93,0.0215,2,4,0,-14.302999999999999,-39.3222
Ubatã,2932309.0,2020-07-01,True,91,0.022000000000000002,2,0,0,-14.2063,-39.5207
Ubaíra,2932101.0,2020-07-01,True,5,0.0,0,0,0,-13.2714,-39.666
Uibaí,2932408.0,2020-07-01,True,4,0.0,0,0,0,-11.3394,-42.1354
Umburanas,2932457.0,2020-07-01,True,83,0.0,0,4,0,-10.7339,-41.3234
Una,2932507.0,2020-07-01,True,32,0.0,0,9,0,-15.2791,-39.0765
Urandi,2932606.0,2020-07-01,True,125,0.016,2,1,0,-14.7678,-42.6498
Uruçuca,2932705.0,2020-07-01,True,281,0.0498,14,20,0,-14.5963,-39.2851
Utinga,2932804.0,2020-07-01,True,6,0.1667,1,3,0,-12.0783,-41.0954
Valente,2933000.0,2020-07-01,True,217,0.0138,3,40,0,-11.4062,-39.457
Valença,2932903.0,2020-07-01,True,547,0.0293,16,8,0,-13.3669,-39.073
Varzedo,2933174.0,2020-07-01,True,4,0.5,2,0,0,-12.9672,-39.3919
Vera Cruz,2933208.0,2020-07-01,True,104,0.0288,3,4,0,-12.9568,-38.6153
Vereda,2933257.0,2020-07-01,True,30,0.0333,1,0,0,-17.2183,-40.0974
Vitória da Conquista,2933307.0,2020-07-01,True,794,0.0202,16,77,1,-14.8615,-40.8442
Várzea Nova,2933158.0,2020-07-01,True,17,0.0,0,2,0,-11.2557,-40.9432
Várzea da Roça,2933059.0,2020-07-01,True,4,0.25,1,0,0,-11.6005,-40.1328
Wagner,2933406.0,2020-07-01,True,1,0.0,0,0,0,-12.2819,-41.1715
Wanderley,2933455.0,2020-07-01,True,1,0.0,0,0,0,-12.1144,-43.8958
Wenceslau Guimarães,2933505.0,2020-07-01,True,133,0.015,2,10,0,-13.6908,-39.4762
Xique-Xique,2933604.0,2020-07-01,True,38,0.0,0,1,0,-10.823,-42.7245
Água Fria,2900405.0,2020-07-01,True,31,0.0323,1,0,0,-11.8618,-38.7639
Érico Cardoso,2900504.0,2020-07-01,True,0,0.0,0,0,0,-13.4215,-42.1352
