city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths,lat,lon
Itagi,2915106.0,2020-07-01,27,12351.0,True,False,11,89.06161,2020-07-01,0.0,0,85,city,BA,0,0,-14.1615,-40.0131
Itagibá,2915205.0,2020-07-01,27,14579.0,True,False,67,459.56512999999995,2020-07-01,0.0448,3,96,city,BA,1,0,-14.2782,-39.8449
Itagimirim,2915304.0,2020-07-01,27,6869.0,True,False,5,72.7908,2020-07-01,0.0,0,3,city,BA,0,0,-16.0819,-39.6133
Itaguaçu da Bahia,2915353.0,2020-07-01,27,14429.0,True,False,1,6.93049,2020-07-01,0.0,0,44,city,BA,1,0,-11.0147,-42.3997
Itaju do Colônia,2915403.0,2020-07-01,27,6682.0,True,False,19,284.346,2020-07-01,0.0,0,9,city,BA,2,0,-15.1366,-39.7283
Itajuípe,2915502.0,2020-07-01,27,20491.0,True,False,396,1932.5557600000002,2020-07-01,0.0076,3,93,city,BA,7,0,-14.6788,-39.3698
Itamaraju,2915601.0,2020-07-01,27,64486.0,True,False,540,837.3910599999999,2020-07-01,0.0167,9,95,city,BA,35,0,-17.0378,-39.5386
Itamari,2915700.0,2020-07-01,27,8035.0,True,False,2,24.8911,2020-07-01,0.0,0,73,city,BA,0,0,-13.7782,-39.683
Itambé,2915809.0,2020-07-01,27,23049.0,True,False,12,52.063,2020-07-01,0.0,0,18,city,BA,0,0,-15.2429,-40.63
Itanagra,2915908.0,2020-07-01,27,6441.0,True,False,8,124.20432,2020-07-01,0.25,2,42,city,BA,0,0,-12.2614,-38.0436
Itanhém,2916005.0,2020-07-01,27,19405.0,True,False,105,541.09766,2020-07-01,0.0095,1,40,city,BA,3,0,-17.1642,-40.3321
Itaparica,2916104.0,2020-07-01,27,22228.0,True,False,79,355.40758999999997,2020-07-01,0.038,3,67,city,BA,3,0,-12.8932,-38.68
Itapebi,2916302.0,2020-07-01,27,10259.0,True,False,71,692.07525,2020-07-01,0.0141,1,84,city,BA,1,1,-15.9551,-39.5329
Itapetinga,2916401.0,2020-07-01,27,76147.0,True,False,162,212.7464,2020-07-01,0.0309,5,89,city,BA,9,0,-15.2475,-40.2482
Itapicuru,2916500.0,2020-07-01,27,35576.0,True,False,65,182.70744,2020-07-01,0.0,0,53,city,BA,1,0,-11.3088,-38.2262
Itapitanga,2916609.0,2020-07-01,27,10313.0,True,False,16,155.14399,2020-07-01,0.0625,1,54,city,BA,3,0,-14.4139,-39.5657
Itapé,2916203.0,2020-07-01,27,8761.0,True,False,33,376.66933,2020-07-01,0.0606,2,80,city,BA,3,0,-14.8876,-39.4239
Itaquara,2916708.0,2020-07-01,27,8319.0,True,False,4,48.0827,2020-07-01,0.0,0,34,city,BA,2,0,-13.4459,-39.9378
Itarantim,2916807.0,2020-07-01,27,19747.0,True,False,29,146.85775,2020-07-01,0.0345,1,88,city,BA,5,0,-15.6528,-40.065
Itatim,2916856.0,2020-07-01,27,14487.0,True,False,36,248.49865,2020-07-01,0.0556,2,85,city,BA,0,0,-12.7099,-39.6952
Itiruçu,2916906.0,2020-07-01,27,12576.0,True,False,3,23.854960000000002,2020-07-01,0.0,0,23,city,BA,1,0,-13.529000000000002,-40.1472
Itiúba,2917003.0,2020-07-01,27,36089.0,True,False,7,19.39649,2020-07-01,0.1429,1,45,city,BA,1,0,-10.6948,-39.8446
Itororó,2917102.0,2020-07-01,27,20382.0,True,False,28,137.37612,2020-07-01,0.0357,1,95,city,BA,3,0,-15.11,-40.0684
Ituaçu,2917201.0,2020-07-01,27,18962.0,True,False,1,5.2737099999999995,2020-07-01,1.0,1,32,city,BA,0,0,-13.8107,-41.3003
Ituberá,2917300.0,2020-07-01,27,28602.0,True,False,125,437.03238,2020-07-01,0.032,4,84,city,BA,12,0,-13.7249,-39.1481
Iuiú,2917334.0,2020-07-01,27,10994.0,True,False,1,9.09587,2020-07-01,0.0,0,26,city,BA,0,0,-14.4054,-43.5595
Jaborandi,2917359.0,2020-07-01,27,8385.0,True,False,1,11.926060000000001,2020-07-01,0.0,0,40,city,BA,0,0,-13.6071,-44.4255
Jacaraci,2917409.0,2020-07-01,27,14842.0,True,False,1,6.73764,2020-07-01,0.0,0,42,city,BA,0,0,-14.8541,-42.4329
Jacobina,2917508.0,2020-07-01,27,80518.0,True,False,110,136.61542,2020-07-01,0.0091,1,57,city,BA,8,0,-11.1812,-40.5117
Jaguaquara,2917607.0,2020-07-01,27,54423.0,True,False,216,396.89102,2020-07-01,0.0,0,83,city,BA,25,0,-13.5248,-39.964
Jaguarari,2917706.0,2020-07-01,27,33570.0,True,False,65,193.62526,2020-07-01,0.0,0,65,city,BA,1,0,-10.2569,-40.1999
Jaguaripe,2917805.0,2020-07-01,27,18788.0,True,False,27,143.70875,2020-07-01,0.037000000000000005,1,43,city,BA,2,0,-13.1109,-38.8939
Jandaíra,2917904.0,2020-07-01,27,10709.0,True,False,65,606.9661,2020-07-01,0.0154,1,30,city,BA,0,0,-11.5616,-37.7853
Jequié,2918001.0,2020-07-01,27,155966.0,True,False,958,614.23644,2020-07-01,0.0303,29,101,city,BA,40,0,-13.8509,-40.0877
Jeremoabo,2918100.0,2020-07-01,27,40463.0,True,False,11,27.18533,2020-07-01,0.0,0,23,city,BA,2,0,-10.0685,-38.3471
Jiquiriçá,2918209.0,2020-07-01,27,14537.0,True,False,2,13.758,2020-07-01,0.0,0,39,city,BA,0,0,-13.2621,-39.5737
Jitaúna,2918308.0,2020-07-01,27,11166.0,True,False,33,295.54003,2020-07-01,0.0606,2,57,city,BA,0,0,-14.0131,-39.8969
João Dourado,2918357.0,2020-07-01,27,25188.0,True,False,94,373.19358,2020-07-01,0.0106,1,35,city,BA,6,0,-11.3486,-41.6548
Juazeiro,2918407.0,2020-07-01,27,216707.0,True,False,721,332.7073,2020-07-01,0.0291,21,101,city,BA,100,2,-9.41622,-40.5033
Jucuruçu,2918456.0,2020-07-01,27,9126.0,True,False,3,32.87311,2020-07-01,0.0,0,4,city,BA,2,0,-16.8488,-40.1641
Jussara,2918506.0,2020-07-01,27,15284.0,True,False,1,6.54279,2020-07-01,0.0,0,28,city,BA,0,0,-11.0431,-41.9702
Jussari,2918555.0,2020-07-01,27,5833.0,True,False,7,120.00686,2020-07-01,0.0,0,62,city,BA,0,0,-15.192,-39.491
Jussiape,2918605.0,2020-07-01,27,6186.0,True,False,2,32.331070000000004,2020-07-01,0.0,0,60,city,BA,0,0,-13.5155,-41.5882
Lafaiete Coutinho,2918704.0,2020-07-01,27,3724.0,True,False,7,187.96992,2020-07-01,0.1429,1,51,city,BA,0,0,-13.6541,-40.2119
Laje,2918803.0,2020-07-01,27,23840.0,True,False,16,67.11409,2020-07-01,0.0,0,68,city,BA,0,0,-13.1673,-39.4213
Lajedo do Tabocal,2919058.0,2020-07-01,27,8562.0,True,False,11,128.47466,2020-07-01,0.0,0,67,city,BA,3,0,-13.4663,-40.2204
Lajedão,2918902.0,2020-07-01,27,3955.0,True,False,8,202.2756,2020-07-01,0.0,0,40,city,BA,0,0,-17.6056,-40.3383
Lamarão,2919108.0,2020-07-01,27,8307.0,True,False,22,264.83688,2020-07-01,0.0,0,40,city,BA,0,0,-11.773,-38.887
Lapão,2919157.0,2020-07-01,27,27223.0,True,False,33,121.22103,2020-07-01,0.0,0,43,city,BA,6,0,-11.3851,-41.8286
Lauro de Freitas,2919207.0,2020-07-01,27,198440.0,True,False,2360,1189.27636,2020-07-01,0.0148,35,105,city,BA,130,2,-12.8978,-38.321
Lençóis,2919306.0,2020-07-01,27,11409.0,True,False,0,,2020-07-01,0.0,0,5,city,BA,0,0,-12.5616,-41.3928
Licínio de Almeida,2919405.0,2020-07-01,27,12388.0,True,False,11,88.79561,2020-07-01,0.0,0,70,city,BA,0,0,-14.6842,-42.5095
Livramento de Nossa Senhora,2919504.0,2020-07-01,27,45732.0,True,False,16,34.98644,2020-07-01,0.0,0,68,city,BA,0,0,-13.6369,-41.8432
Luís Eduardo Magalhães,2919553.0,2020-07-01,27,87519.0,True,False,259,295.93574,2020-07-01,0.0116,3,82,city,BA,15,0,-12.0956,-45.7866
Macajuba,2919603.0,2020-07-01,27,11348.0,True,False,9,79.30913000000001,2020-07-01,0.0,0,16,city,BA,0,0,-12.1326,-40.3571
Macarani,2919702.0,2020-07-01,27,18755.0,True,False,24,127.96588,2020-07-01,0.0417,1,37,city,BA,0,0,-15.5646,-40.4209
Macaúbas,2919801.0,2020-07-01,27,49826.0,True,False,4,8.02794,2020-07-01,0.0,0,32,city,BA,0,0,-13.0186,-42.6945
Macururé,2919900.0,2020-07-01,27,7824.0,True,False,18,230.06135,2020-07-01,0.0,0,5,city,BA,2,0,-9.16226,-39.0518
Madre de Deus,2919926.0,2020-07-01,27,21093.0,True,False,220,1043.00005,2020-07-01,0.0091,2,58,city,BA,7,0,-12.7446,-38.6153
Maetinga,2919959.0,2020-07-01,27,3161.0,True,False,1,31.635559999999998,2020-07-01,0.0,0,30,city,BA,0,0,-14.6623,-41.4915
Maiquinique,2920007.0,2020-07-01,27,10112.0,True,False,16,158.22785,2020-07-01,0.0,0,35,city,BA,4,0,-15.624,-40.2587
Mairi,2920106.0,2020-07-01,27,18676.0,True,False,64,342.6858,2020-07-01,0.0,0,42,city,BA,7,0,-11.7107,-40.1437
Malhada,2920205.0,2020-07-01,27,16845.0,True,False,2,11.87296,2020-07-01,0.0,0,26,city,BA,0,0,-14.3371,-43.7686
Malhada de Pedras,2920304.0,2020-07-01,27,8393.0,True,False,2,23.82938,2020-07-01,0.0,0,31,city,BA,0,0,-14.3847,-41.8842
Manoel Vitorino,2920403.0,2020-07-01,27,13240.0,True,False,43,324.77341,2020-07-01,0.0233,1,53,city,BA,5,0,-14.1476,-40.2399
Mansidão,2920452.0,2020-07-01,27,13643.0,True,False,37,271.20135,2020-07-01,0.0,0,33,city,BA,0,0,-10.7227,-44.0428
Maracás,2920502.0,2020-07-01,27,20834.0,True,False,32,153.59508,2020-07-01,0.0312,1,64,city,BA,1,0,-13.4355,-40.4323
Maragogipe,2920601.0,2020-07-01,27,44677.0,True,False,96,214.87566,2020-07-01,0.0312,3,69,city,BA,2,0,-12.776,-38.9175
Maraú,2920700.0,2020-07-01,27,20570.0,True,False,35,170.1507,2020-07-01,0.0571,2,64,city,BA,1,0,-14.1035,-39.0137
Marcionílio Souza,2920809.0,2020-07-01,27,10406.0,True,False,7,67.26888000000001,2020-07-01,0.0,0,38,city,BA,0,0,-13.0064,-40.5295
Mascote,2920908.0,2020-07-01,27,13822.0,True,False,11,79.58327,2020-07-01,0.0,0,40,city,BA,2,0,-15.5542,-39.3016
Mata de São João,2921005.0,2020-07-01,27,46583.0,True,False,163,349.91306000000003,2020-07-01,0.0061,1,65,city,BA,2,0,-12.5307,-38.3009
Matina,2921054.0,2020-07-01,27,12201.0,True,False,0,,2020-07-01,0.0,0,29,city,BA,0,0,-13.9109,-42.8439
Medeiros Neto,2921104.0,2020-07-01,27,22688.0,True,False,101,445.16925,2020-07-01,0.0099,1,93,city,BA,7,0,-17.3707,-40.2238
Miguel Calmon,2921203.0,2020-07-01,27,26023.0,True,False,18,69.16958000000001,2020-07-01,0.0556,1,48,city,BA,0,0,-11.4299,-40.6031
Milagres,2921302.0,2020-07-01,27,10950.0,True,False,54,493.15067999999997,2020-07-01,0.0185,1,33,city,BA,0,0,-12.8646,-39.8611
Mirangaba,2921401.0,2020-07-01,27,18338.0,True,False,5,27.265790000000003,2020-07-01,0.0,0,48,city,BA,0,0,-10.960999999999999,-40.574
Mirante,2921450.0,2020-07-01,27,8641.0,True,False,7,81.00914,2020-07-01,0.1429,1,75,city,BA,0,0,-14.2385,-40.7718
Monte Santo,2921500.0,2020-07-01,27,49418.0,True,False,71,143.67235,2020-07-01,0.0282,2,47,city,BA,2,1,-10.4374,-39.3321
Morpará,2921609.0,2020-07-01,27,8519.0,True,False,12,140.8616,2020-07-01,0.0833,1,73,city,BA,0,0,-11.5569,-43.2766
Morro do Chapéu,2921708.0,2020-07-01,27,35413.0,True,False,10,28.238220000000002,2020-07-01,0.0,0,50,city,BA,1,0,-11.5488,-41.1565
Mortugaba,2921807.0,2020-07-01,27,12042.0,True,False,10,83.04268,2020-07-01,0.0,0,26,city,BA,0,0,-15.0225,-42.3727
Mucugê,2921906.0,2020-07-01,27,9062.0,True,False,11,121.38601000000001,2020-07-01,0.0,0,73,city,BA,0,0,-13.0053,-41.3703
Mucuri,2922003.0,2020-07-01,27,41748.0,True,False,159,380.85657000000003,2020-07-01,0.0126,2,49,city,BA,10,0,-18.0754,-39.5565
Mulungu do Morro,2922052.0,2020-07-01,27,10889.0,True,False,8,73.46864000000001,2020-07-01,0.125,1,32,city,BA,1,0,-11.9648,-41.6374
Mundo Novo,2922102.0,2020-07-01,27,26776.0,True,False,1,3.73469,2020-07-01,1.0,1,49,city,BA,0,0,-11.8541,-40.4714
Muniz Ferreira,2922201.0,2020-07-01,27,7422.0,True,False,11,148.20803,2020-07-01,0.0,0,34,city,BA,1,0,-13.0092,-39.1092
Muquém de São Francisco,2922250.0,2020-07-01,27,11348.0,True,False,23,202.67889,2020-07-01,0.0,0,26,city,BA,3,0,-12.065,-43.5497
Muritiba,2922300.0,2020-07-01,27,29399.0,True,False,75,255.11072000000001,2020-07-01,0.0133,1,49,city,BA,5,0,-12.6329,-38.9921
Mutuípe,2922409.0,2020-07-01,27,22221.0,True,False,27,121.50668,2020-07-01,0.0,0,45,city,BA,0,0,-13.2284,-39.5044
Nazaré,2922508.0,2020-07-01,27,28525.0,True,False,44,154.25066,2020-07-01,0.0,0,60,city,BA,5,0,-13.0235,-39.0108
Nilo Peçanha,2922607.0,2020-07-01,27,13997.0,True,False,30,214.33164,2020-07-01,0.0333,1,68,city,BA,4,0,-13.604000000000001,-39.1091
Nordestina,2922656.0,2020-07-01,27,13130.0,True,False,55,418.88804,2020-07-01,0.0,0,61,city,BA,2,0,-10.8192,-39.4297
Nova Canaã,2922706.0,2020-07-01,27,16462.0,True,False,22,133.64111,2020-07-01,0.0,0,26,city,BA,9,0,-14.7912,-40.1458
Nova Fátima,2922730.0,2020-07-01,27,7812.0,True,False,5,64.0041,2020-07-01,0.2,1,39,city,BA,0,0,-11.6031,-39.6302
Nova Ibiá,2922755.0,2020-07-01,27,6591.0,True,False,38,576.54377,2020-07-01,0.0526,2,48,city,BA,8,0,-13.812000000000001,-39.6182
Nova Itarana,2922805.0,2020-07-01,27,8226.0,True,False,2,24.31315,2020-07-01,0.0,0,6,city,BA,1,0,-13.0241,-40.0653
Nova Redenção,2922854.0,2020-07-01,27,9118.0,True,False,3,32.90195,2020-07-01,0.0,0,18,city,BA,0,0,-12.815,-41.0748
Nova Soure,2922904.0,2020-07-01,27,26947.0,True,False,72,267.19115,2020-07-01,0.0,0,94,city,BA,20,0,-11.2329,-38.4871
Nova Viçosa,2923001.0,2020-07-01,27,43376.0,True,False,149,343.50793,2020-07-01,0.0201,3,56,city,BA,3,0,-17.8926,-39.3743
Novo Horizonte,2923035.0,2020-07-01,27,12385.0,True,False,0,,2020-07-01,0.0,0,16,city,BA,0,0,-12.8083,-42.1682
Novo Triunfo,2923050.0,2020-07-01,27,15440.0,True,False,20,129.53368,2020-07-01,0.0,0,34,city,BA,7,0,-10.3182,-38.4014
Olindina,2923100.0,2020-07-01,27,28229.0,True,False,17,60.221759999999996,2020-07-01,0.0,0,42,city,BA,3,0,-11.3497,-38.3379
Oliveira dos Brejinhos,2923209.0,2020-07-01,27,21825.0,True,False,41,187.85796000000002,2020-07-01,0.0,0,68,city,BA,0,0,-12.3132,-42.8969
Ouriçangas,2923308.0,2020-07-01,27,8564.0,True,False,10,116.76787,2020-07-01,0.0,0,88,city,BA,1,0,-12.0175,-38.6166
Ourolândia,2923357.0,2020-07-01,27,17451.0,True,False,8,45.84265,2020-07-01,0.0,0,34,city,BA,1,0,-10.9578,-41.0756
Palmas de Monte Alto,2923407.0,2020-07-01,27,21750.0,True,False,18,82.75862,2020-07-01,0.0,0,30,city,BA,0,0,-14.2676,-43.1609
Palmeiras,2923506.0,2020-07-01,27,9019.0,True,False,3,33.26311,2020-07-01,0.0,0,88,city,BA,1,0,-12.5059,-41.5809
Paramirim,2923605.0,2020-07-01,27,21607.0,True,False,6,27.76878,2020-07-01,0.1667,1,78,city,BA,0,0,-13.4388,-42.2395
Paratinga,2923704.0,2020-07-01,27,32000.0,True,False,11,34.375,2020-07-01,0.0,0,44,city,BA,0,0,-12.687000000000001,-43.1798
Paripiranga,2923803.0,2020-07-01,27,28989.0,True,False,23,79.34044,2020-07-01,0.0,0,34,city,BA,1,0,-10.6859,-37.8626
Pau Brasil,2923902.0,2020-07-01,27,9831.0,True,False,30,305.15716000000003,2020-07-01,0.1,3,61,city,BA,0,0,-15.4572,-39.6458
Paulo Afonso,2924009.0,2020-07-01,27,117782.0,True,False,176,149.42861000000002,2020-07-01,0.0398,7,72,city,BA,3,0,-9.3983,-38.2216
Pedro Alexandre,2924207.0,2020-07-01,27,16667.0,True,False,3,17.99964,2020-07-01,0.0,0,34,city,BA,0,0,-10.012,-37.8932
Pedrão,2924108.0,2020-07-01,27,7347.0,True,False,2,27.221999999999998,2020-07-01,0.0,0,33,city,BA,1,0,-12.1491,-38.6487
Piatã,2924306.0,2020-07-01,27,17123.0,True,False,7,40.88069,2020-07-01,0.0,0,48,city,BA,0,0,-13.1465,-41.7702
Pilão Arcado,2924405.0,2020-07-01,27,35048.0,True,False,49,139.80826000000002,2020-07-01,0.0,0,60,city,BA,1,0,-10.0051,-42.4936
Pindaí,2924504.0,2020-07-01,27,16260.0,True,False,17,104.55105,2020-07-01,0.0,0,33,city,BA,0,0,-14.4921,-42.68600000000001
Pindobaçu,2924603.0,2020-07-01,27,20150.0,True,False,21,104.21836,2020-07-01,0.0,0,33,city,BA,0,0,-10.7433,-40.3675
Pintadas,2924652.0,2020-07-01,27,10437.0,True,False,80,766.50378,2020-07-01,0.0,0,37,city,BA,0,0,-11.8117,-39.9009
Piraí do Norte,2924678.0,2020-07-01,27,10023.0,True,False,45,448.96738,2020-07-01,0.0,0,35,city,BA,0,0,-13.759,-39.3836
Piripá,2924702.0,2020-07-01,27,10707.0,True,False,43,401.60643,2020-07-01,0.0,0,88,city,BA,0,0,-14.9444,-41.7168
Piritiba,2924801.0,2020-07-01,27,24755.0,True,False,5,20.19794,2020-07-01,0.0,0,45,city,BA,0,0,-11.73,-40.5587
Planalto,2925006.0,2020-07-01,27,26265.0,True,False,40,152.29393000000002,2020-07-01,0.0,0,27,city,BA,2,0,-14.6654,-40.4718
Pojuca,2925204.0,2020-07-01,27,39519.0,True,False,215,544.04211,2020-07-01,0.0093,2,95,city,BA,16,0,-12.4303,-38.3374
Ponto Novo,2925253.0,2020-07-01,27,14914.0,True,False,21,140.8073,2020-07-01,0.0476,1,48,city,BA,1,0,-10.8653,-40.1311
Porto Seguro,2925303.0,2020-07-01,27,148686.0,True,False,575,386.72101000000004,2020-07-01,0.0035,2,108,city,BA,14,0,-16.4435,-39.0643
Potiraguá,2925402.0,2020-07-01,27,7224.0,True,False,33,456.81063,2020-07-01,0.0,0,54,city,BA,1,0,-15.5943,-39.8638
Poções,2925105.0,2020-07-01,27,46871.0,True,False,186,396.83386,2020-07-01,0.0108,2,34,city,BA,12,0,-14.5234,-40.3634
Prado,2925501.0,2020-07-01,27,28174.0,True,False,116,411.72712,2020-07-01,0.0172,2,107,city,BA,15,0,-17.3364,-39.2227
Presidente Dutra,2925600.0,2020-07-01,27,15142.0,True,False,39,257.56175,2020-07-01,0.0,0,53,city,BA,3,0,-11.2923,-41.9843
Presidente Jânio Quadros,2925709.0,2020-07-01,27,12338.0,True,False,2,16.210079999999998,2020-07-01,0.0,0,48,city,BA,1,0,-14.6885,-41.6798
Presidente Tancredo Neves,2925758.0,2020-07-01,27,27719.0,True,False,91,328.29467,2020-07-01,0.0,0,53,city,BA,11,0,-13.4471,-39.4203
Pé de Serra,2924058.0,2020-07-01,27,13578.0,True,False,22,162.02681,2020-07-01,0.0,0,28,city,BA,4,0,-11.8313,-39.611
Queimadas,2925808.0,2020-07-01,27,25439.0,True,False,58,227.99638,2020-07-01,0.0,0,49,city,BA,8,0,-10.9736,-39.6293
Quijingue,2925907.0,2020-07-01,27,27580.0,True,False,18,65.26468,2020-07-01,0.0556,1,25,city,BA,0,0,-10.7505,-39.2137
Quixabeira,2925931.0,2020-07-01,27,8972.0,True,False,11,122.60366,2020-07-01,0.0,0,51,city,BA,2,0,-11.4031,-40.12
Rafael Jambeiro,2925956.0,2020-07-01,27,22621.0,True,False,64,282.92295,2020-07-01,0.0,0,61,city,BA,7,0,-12.4053,-39.5007
Remanso,2926004.0,2020-07-01,27,41008.0,True,False,31,75.59501,2020-07-01,0.0323,1,59,city,BA,0,0,-9.619439999999999,-42.0848
Retirolândia,2926103.0,2020-07-01,27,14396.0,True,False,56,388.99694,2020-07-01,0.0,0,60,city,BA,2,0,-11.4832,-39.4234
Riacho de Santana,2926400.0,2020-07-01,27,35421.0,True,False,26,73.40278,2020-07-01,0.0,0,41,city,BA,1,0,-13.6059,-42.9397
Riachão das Neves,2926202.0,2020-07-01,27,22339.0,True,False,50,223.82381,2020-07-01,0.0,0,37,city,BA,1,0,-11.7508,-44.9143
Riachão do Jacuípe,2926301.0,2020-07-01,27,33436.0,True,False,65,194.40124,2020-07-01,0.0308,2,44,city,BA,4,0,-11.8067,-39.3818
Ribeira do Amparo,2926509.0,2020-07-01,27,14592.0,True,False,17,116.50218999999998,2020-07-01,0.0,0,40,city,BA,0,0,-11.0421,-38.4242
Ribeira do Pombal,2926608.0,2020-07-01,27,53807.0,True,False,118,219.30232,2020-07-01,0.0085,1,74,city,BA,20,0,-10.8373,-38.5382
Ribeirão do Largo,2926657.0,2020-07-01,27,5812.0,True,False,4,68.82311999999999,2020-07-01,0.0,0,30,city,BA,0,0,-15.4508,-40.7441
Rio Real,2927002.0,2020-07-01,27,40732.0,True,False,55,135.02897,2020-07-01,0.0,0,71,city,BA,4,0,-11.4814,-37.9332
Rio do Antônio,2926806.0,2020-07-01,27,15371.0,True,False,4,26.02303,2020-07-01,0.0,0,36,city,BA,0,0,-14.4071,-42.0721
Rio do Pires,2926905.0,2020-07-01,27,11655.0,True,False,6,51.48005,2020-07-01,0.1667,1,83,city,BA,0,0,-13.1185,-42.2902
Rodelas,2927101.0,2020-07-01,27,9331.0,True,False,8,85.73572,2020-07-01,0.0,0,51,city,BA,0,0,-8.85021,-38.78
Ruy Barbosa,2927200.0,2020-07-01,27,30814.0,True,False,87,282.3392,2020-07-01,0.0115,1,50,city,BA,4,0,-12.2816,-40.4931
Salinas da Margarida,2927309.0,2020-07-01,27,15667.0,True,False,13,82.97695999999999,2020-07-01,0.0769,1,36,city,BA,0,0,-12.873,-38.7562
Salvador,2927408.0,2020-07-01,27,2872347.0,True,False,34613,1205.04243,2020-07-01,0.0344,1189,111,city,BA,1108,26,-12.9718,-38.5011
Santa Brígida,2927606.0,2020-07-01,27,14213.0,True,False,14,98.50137,2020-07-01,0.0,0,39,city,BA,0,0,-9.73227,-38.1209
Santa Bárbara,2927507.0,2020-07-01,27,20791.0,True,False,134,644.50964,2020-07-01,0.0,0,65,city,BA,3,0,-11.9515,-38.9681
Santa Cruz Cabrália,2927705.0,2020-07-01,27,27778.0,True,False,113,406.79675,2020-07-01,0.0088,1,91,city,BA,0,0,-16.2825,-39.0295
Santa Cruz da Vitória,2927804.0,2020-07-01,27,6315.0,True,False,11,174.18843999999999,2020-07-01,0.0909,1,32,city,BA,0,0,-14.964,-39.8115
Santa Inês,2927903.0,2020-07-01,27,10631.0,True,False,8,75.25161999999999,2020-07-01,0.125,1,37,city,BA,0,0,-13.2793,-39.814
Santa Luzia,2928059.0,2020-07-01,27,12597.0,True,False,28,222.27514,2020-07-01,0.0,0,84,city,BA,8,0,-15.4342,-39.3287
Santa Maria da Vitória,2928109.0,2020-07-01,27,39845.0,True,False,1,2.50973,2020-07-01,0.0,0,88,city,BA,0,0,-13.3859,-44.2011
Santa Rita de Cássia,2928406.0,2020-07-01,27,28338.0,True,False,12,42.34597,2020-07-01,0.0833,1,34,city,BA,0,0,-11.0063,-44.5255
Santa Teresinha,2928505.0,2020-07-01,27,10405.0,True,False,22,211.43681,2020-07-01,0.0455,1,79,city,BA,0,0,-12.7697,-39.5215
Santaluz,2928000.0,2020-07-01,27,37348.0,True,False,69,184.74885,2020-07-01,0.0145,1,66,city,BA,0,0,-11.2508,-39.375
Santana,2928208.0,2020-07-01,27,26614.0,True,False,0,,2020-07-01,0.0,0,5,city,BA,0,0,-12.9792,-44.0506
Santanópolis,2928307.0,2020-07-01,27,8943.0,True,False,24,268.36632000000003,2020-07-01,0.0,0,55,city,BA,0,0,-12.0311,-38.8694
Santo Amaro,2928604.0,2020-07-01,27,60069.0,True,False,196,326.29143,2020-07-01,0.0153,3,64,city,BA,2,0,-12.5472,-38.7137
Santo Antônio de Jesus,2928703.0,2020-07-01,27,101512.0,True,False,434,427.53565999999995,2020-07-01,0.0161,7,61,city,BA,24,0,-12.9614,-39.2584
Santo Estêvão,2928802.0,2020-07-01,27,52850.0,True,False,43,81.36235,2020-07-01,0.0233,1,54,city,BA,4,0,-12.427999999999999,-39.2505
Sapeaçu,2929602.0,2020-07-01,27,17398.0,True,False,32,183.92918999999998,2020-07-01,0.0,0,40,city,BA,7,0,-12.7208,-39.1824
Saubara,2929750.0,2020-07-01,27,12043.0,True,False,35,290.62526,2020-07-01,0.0571,2,61,city,BA,0,0,-12.7387,-38.7625
Saúde,2929800.0,2020-07-01,27,12913.0,True,False,0,,2020-07-01,0.0,0,48,city,BA,0,0,-10.9428,-40.4155
Seabra,2929909.0,2020-07-01,27,44091.0,True,False,24,54.432880000000004,2020-07-01,0.0417,1,65,city,BA,0,0,-12.4169,-41.7722
Senhor do Bonfim,2930105.0,2020-07-01,27,79015.0,True,False,147,186.04063,2020-07-01,0.0068,1,51,city,BA,6,0,-10.4594,-40.1865
Sento Sé,2930204.0,2020-07-01,27,40684.0,True,False,25,61.44922,2020-07-01,0.0,0,48,city,BA,0,0,-9.74138,-41.8786
Serra Dourada,2930303.0,2020-07-01,27,17386.0,True,False,0,,2020-07-01,0.0,0,30,city,BA,0,0,-12.759,-43.9504
Serra Preta,2930402.0,2020-07-01,27,14878.0,True,False,20,134.42667,2020-07-01,0.0,0,71,city,BA,0,0,-12.155999999999999,-39.3305
Serra do Ramalho,2930154.0,2020-07-01,27,31472.0,True,False,8,25.419420000000002,2020-07-01,0.0,0,81,city,BA,0,0,-13.5659,-43.5929
Serrinha,2930501.0,2020-07-01,27,80861.0,True,False,268,331.43295,2020-07-01,0.0112,3,85,city,BA,38,0,-11.6584,-39.01
Serrolândia,2930600.0,2020-07-01,27,13397.0,True,False,24,179.14458,2020-07-01,0.0,0,56,city,BA,2,0,-11.4085,-40.2983
Simões Filho,2930709.0,2020-07-01,27,134377.0,True,False,914,680.17592,2020-07-01,0.0295,27,89,city,BA,24,0,-12.7866,-38.4029
Sobradinho,2930774.0,2020-07-01,27,23191.0,True,False,149,642.49062,2020-07-01,0.0604,9,49,city,BA,3,0,-9.450239999999999,-40.8145
Souto Soares,2930808.0,2020-07-01,27,16979.0,True,False,5,29.448140000000002,2020-07-01,0.0,0,38,city,BA,1,0,-12.088,-41.6427
Sátiro Dias,2929701.0,2020-07-01,27,17273.0,True,False,21,121.57703000000001,2020-07-01,0.0,0,69,city,BA,2,0,-11.5929,-38.5938
